"Identifier","Context","Source string","Translation"
"THSD060BE","Becky","Come on. Use it in your acting.",""
"THSD061BE","Becky","You're professionals!",""
"THSD062BE","Becky","Let's go go go!",""
"THSD063BE","Becky","Make way!",""
"THSD064BE","Becky","Hey! I'll pluck those wings off one by one if you don't do what I say!",""
"THSD065BE","Becky","Don't mess with me, you mutts. I know a vet who owes me a favor!",""
"THSD066SF","Pink-Flower","Ha ha! Look at what he's got!",""
"THSD067HF","Yellow-Actor","Hey, that makes me happy!",""
"THSD068HF","Yellow-Actor","What's up, friend? Want to do the happy dance?",""
"THSD069HF","Yellow-Actor","Weee-heel, that's not very happy, is it?",""
"THSD070SF","Pink-Flower","I think you need a caboose hug!",""
"THSN015HT","Hound-Actor","What's that? Are you threatening me, little girl?",""
"THSN016RA","Raz","I'm not a girl!",""
"THSN017ST","Small-Thistle","Get her!",""
"THSN018FT","Big-Thistle","You messin' with some bad plants now, kid.",""
"THSN019ST","Small-Thistle","Out of the way! Nobody likes you!",""
"THSN020ST","Small-Thistle","Your mom and dad don't like you especially!",""
"THSN021HT","Hound-Actor","Do your chores!",""
"THSN022FT","Big-Thistle","Study your lines!",""
"THSN023HT","Hound-Actor","I wish I were dead.",""
"THSN024ST","Small-Thistle","I wish we were all dead.",""
"THSN025HT","Hound-Actor","Today's even worse than yesterday!",""
"THSN026ST","Small-Thistle","Don't break stuff! See? That's why people don't like you!",""
"THSD077BE","Becky","Come with me, quick!",""
"THSD078BE","Becky","Hurry! You're on in five!",""
"THSD079BE","Becky","There's your mark. Hit it, love it, marry it, don't ever abandon it!",""
"THSD080BE","Becky","It doesn't matter how old she gets.",""
"THSD081RA","Raz","Hi. I found this...",""
"THSD082BE","Becky","What?! Another new script? But I was just getting the old one under control!",""
"THSD083BE","Becky","Okay, everybody, listen up! We got a completely new script here, so drop what you're doing and let's change gears.",""
"THSD084HF","Yellow-Actor","Ahhhhhhhhh!",""
"THSD086BE","Becky","Can we fix the lights, please?",""
"THSD087BE","Becky","Sorry, kid. We're not taking play submissions right now. Try again later.",""
"THSD088BE","Becky","Sigh. Writing is dead.",""
"THSD089BE","Becky","Pftt!",""
"THSD090BE","Becky","Seen it!",""
"THSD091BE","Becky","Doesn't any one write anything fresh any more?",""
"THSD092BE","Becky","Hmmm. Not bad for a first read, everybody!",""
"THSD093BE","Becky","That's it?",""
"THSD101HF","Yellow-Actor","Huzzah! Forsooth! What is thine sweet smell in the aire?","Овва! Який воістину принадний запах має се повітря."
"THSD102SF","Pink-Flower","Rejoice! For Spring has besatten upon ourselves, and the spirit of May is a-lingering!","Веселіться! Весна вже стукає у двері, травневим духом сповнені серця!"
"THSD103FF","Orange-Flower","Let us spin and be happy, entwined in this pole of love, forever young and twisty.","Покрутимось-но радісно, оплетемо стовп любові, вічно молодий та виткий."
"THSD104HF","Yellow-Actor","Hurray! Maypole! Maypole! Maypole!","Ура! Травневе дерево! Травневе дерево!"
"THSD105SF","Pink-Flower","Oh, sigh.",""
"THSD106FF","Orange-Flower","Whatever is wrong, little girl?",""
"THSD107SF","Pink-Flower","Well, my family has left me alone in a bad, bad place for many years, and I don't know if they will ever come back for me.",""
"THSD108FF","Orange-Flower","Ah, don't worry. I'm sure they'll come for you and you'll never have to think of that bad place again, ever.",""
"THSD109SF","Pink-Flower","Hey, you're right! I think I see them now!",""
"THSD111HF","Yellow-Actor","Hello, my dear beloved daughter. We have come back for you. Please come with us and be happy and never think of this terrible, terrible place again!",""
"THSD112HF","Yellow-Actor","THE END.","КІНЕЦЬ."
"THSD113HF","Yellow-Actor","AHHHHHHHH! AH-HA-HAAAAAA!",""
"THSD114HT","Hound-Actor","Bwah-ha-ha!","Пха-ха-ха!"
"THSD115HF","Yellow-Actor","Yay! Snow! Weee!",""
"THSD116HT","Hound-Actor","Sigh. Woe is me. Always, snow.",""
"THSD117SF","Pink-Flower","You--you--",""
"THSD118FF","Orange-Flower","You shot him!",""
"THSD119SF","Pink-Flower","He's dead!",""
"THSD120HF","Yellow-Actor","I... was just... trying to... entertain… Glllllk!",""
"THSD121RA","Raz","I... I didn't mean to... I...",""
"THSD122SF","Pink-Flower","UNDERSTUDY!",""
"THSD123RA","Raz","Hey, can I have a ride up to the balcony please?",""
"THSD124HF","Yellow-Actor","Gee, why would you want to go there? That's not a happy place!",""
"THSD125RA","Raz","I... uh... want to spread some, uh, happiness over there.",""
"THSD126HF","Yellow-Actor","Hey, that's a great idea! Help yourself!",""
"THSD127RA","Raz","What a jerk!",""
"THSD128RA","Raz","If I could just get up there, I'd show him.",""
"THSD129RA","Raz","If I only had some Psychic flying or something. Or some stilts, or a helicopter.",""
"THSD130RA","Raz","Ooof!","У-у-уф!"
"THSD131RA","Raz","Ghhh!",""
"THSD132RA","Raz","Grrrrrrrr!",""
"THSD133RA","Raz","Ouch!","Ай!"
"THSD134RA","Raz","That hurt!","Боляче!"
"THSD135RA","Raz","Ow!","Ой!"
"THSD136RA","Raz","Dang!",""
"THSD137RA","Raz","Cut it out!",""
"THSD138RA","Raz","Stop that!",""
"THSD139RA","Raz","I hate that guy.",""
"THSD140RA","Raz","Down puppies! Nice puppies! Down!",""
"THSD141RA","Raz","Here birdie, birdie!","Сюди, ціп-ціп!"
"THSD142RA","Raz","Sit!",""
"THSD143RA","Raz","Stay!",""
"THSD144RA","Raz","Go away!",""
"THSD145RA","Raz","Wait, keep back. I have a cold.",""
"THSD146RA","Raz","Ick.",""
"THSD147RA","Raz","Hello!",""
"THSD148RA","Raz","Hi. My name is Raz.",""
"THSD149RA","Raz","It's short for Razputin!",""
"THSD150RA","Raz","Hey, who's that?",""
"THSD151RA","Raz","If I could only get up there somehow.",""
"THSD152RA","Raz","Hmmm.","Гм-м-м."
"THSD153RA","Raz","Hm-mmm.","Гм-м-м-м."
"THSD155RA","Raz","Hmm?","Гм-м?"
"THSD156RA","Raz","Hm.","Гм."
"THSD157RA","Raz","Woo-hoo!","Ву-ху!"
"THSD158RA","Raz","Ta-da!","Та-дам!"
"THSD159RA","Raz","Rrrrr!","Р-р-р!"
"THSD160RA","Raz","No room to think in here.",""
"THSD162RA","Raz","I need to get that script back, I think!",""
"THSD163RA","Raz","Heh heh heh!",""
"THSD165RA","Raz","Huh?","Га?"
"THSD166RA","Raz","What the--",""
"THSD167RA","Raz","Weeeee!",""
"THCW002PT","Phantom","Ho-ho!","Хо-хо!"
"THCW003PT","Phantom","Heh.","Хе."
"THCW004PT","Phantom","Heh-heh.","Хе-хе."
"THCW005PT","Phantom","Arrrrr!","Ар-р-р!"
"THCW006PT","Phantom","Oooof!","У-у-у-уф!"
"THCW007PT","Phantom","Ah! You! You did this to me! I'll get you!",""
"THCW008PT","Phantom","AHHGH! What have you done to me?! My beautiful face! I'll get you for this!",""
"THRA001BE","Becky","Hmmmmm.","Гм-м-м-м-м."
"THRA002BE","Becky","I can do this. I can do this. I can do this. I am in control. I am in control. I am in control. People are listening to me. People listen to me. People care about what I have to say. People respect me. People are listening to me.",""
"THRA001JA","Jasper","(snarf.)","(чавкає)"
"THRA001GL","Gloria","Ooooooh.","О-о-о-ох."
"THSD008BE","Becky","Alright, this is it. Cue the sun in five! Four! Three!",""
"THSD009JA","Jasper","Ha! I've seen better shines on a shoe!","Ха! Та мої черевики сяють яскравіше, ніж вона!"
"THSD010JA","Jasper","Yeah, you heard me! Up here, sunshine! This play stinks! You call that a costume? You look like a tin-foil ornament on top a Christmas tree of mediocrity.",""
"THSD011JA","Jasper","I, Jasper Rolls, the esteemed and famous critic, say it's time to drag this whole play outside and leave it on the curb for the garbage men.",""
"THSD012JA","Jasper","Why don't you quit while you can still get a job as a night light! Ah-ha-ha!",""
"THSD013JA","Jasper","Though predictable and melodramatic, Bonita Soleil's exits are always this reviewer's favorite part of her performance.",""
"THSD014BE","Becky","Okay, let's try this one more time. Cue the sun!",""
"THSD015JA","Jasper","I've heard that stars are full of hot gas, but this one takes the cake!",""
"THSD016JA","Jasper","...combines a supernova ego with white dwarf talent...",""
"THSD017JA","Jasper","I hope you didn't forget your lines. The mind is the first thing to go in OLD AGE, you know.",""
"THSD018JA","Jasper","This play needs another run through the typewriter. No, wait. Make that a shredder!",""
"THSD019JA","Jasper","Boooo! Get off the stage!",""
"THSD020JA","Jasper","Hsssss! Hsssss!",""
"THSD021JA","Jasper","Isn't it time for you to set?",""
"THSD022JA","Jasper","I can see why they say not to stare at the sun too long or you'll go blind.",""
"THSD023JA","Jasper","My kid puts on better plays in the backyard!",""
"THSD024JA","Jasper","Are you going to try to sing? Hold on. Where's my pen? I need to jam it into my ears.",""
"THSD025JA","Jasper","You've got less talent than this piece of--no, wait… than THIS piece of popcorn. That first one was too big!",""
"THAC000RA","Raz","Excuse me, Miss Soleil? I heard you were feeling bad, so I just wanted to say that...","Перепрошую, пані Солей? Я чув, що ви погано почуваєтеся, тому хочу запевнити..."
"THAC001RA","Raz","...whatever you're going through, you're not alone. ","Що б у вас не стало на шляху, ви не сама."
"THAC002RA","Raz","I used to be a performer myself and I know how hard it is when--","Я й сам раніше виступав, тому знаю, наскільки це буває складно..."
"THAC003BT","Bonita","Kid, can't you see I'm trying to have a moment here?","Малий, ти хіба не бачиш, що мені зараз не до цього?"
"THAC004RA","Raz","Whoa. Sorry. I was looking for Bonita Soleil.","Ой. Вибачаюсь. Я шукав Боніту Солей."
"THAC005BT","Bonita","You mean the personal muse of Gloria Von Gouton? Her inner sunshine?","Ти про особисту музу Ґлорії фон Ґутен? Її внутрішнє сяйво?"
"THAC006RA","Raz","The spirit of her youth, yes.","І дух її молодості, так."
"THAC007BT","Bonita","That's me. Whaddya want? An autograph? I'm kinda busy here.","Це я. Шо ти хочеш? Автограф? Я тут зайнята взагалі-то."
"THAC008RA","Raz","So, are you ready for your big number?","Отже, ви готові до вашого грандіозного номера?"
"THAC009BT","Bonita","Did you put a candle in that spotlight and light it yet?","Ти вже поклав і запалив свічку в прожекторі?"
"THAC010RA","Raz","No. But I'm ABOUT to, so uh... five minutes, Miss Soleil!","Ні. Але вже ОСЬ-ОСЬ це зроблю... е-е, дайте мені п'ять хвилин, пані Солей!"
"THAC011BT","Bonita","Thanks, Sonny.","Дякую, сонце."
"THAC012RA","Raz","Now you see, that performance is exactly why we need to practice.","Бачите, той виступ був черговим доказом, як важливо репетирувати."
"THAC013BT","Bonita","Beat it, kid. I'm through.","Кінчай із цим, малий. Я вже все."
"THAC014BT","Bonita","As long as Jasper and that Phantom are out there, I'm staying back here...","Поки Джаспер і Примара досі там, я сидітиму тут..."
"THAC015BT","Bonita","...wallowing in my glamorous torment.","Гламурно маринуючись у власних муках."
"THAC016RA","Raz","The show must go on!","Шоу має продовжуватись!"
"THAC017BT","Bonita","Yeah, it must go on without me, as long as Jasper Rolls and that Phantom are out there!","Так, але без мене. Поки Джаспер Роллс і Примара досі там!"
"THAC018BT","Bonita","Sorry, kid.","Вибачай, малий."
"THAC019RA","Raz","They need you on stage right away for your big number!","Вас кличуть на сцену, на ваш грандіозний номер!"
"THAC020BT","Bonita","Am I not playing this right or something? I'm drowning in a quagmire of self pity!","Я що, недостатньо переконливо граю? Я ж прямо тону в трясовині власного жалю!"
"THAC021BT","Bonita","Why aren't you getting that? Should I be doing more with my hands?","Чи тобі цього мало? Може треба більше жестикулювати?"
"THAC022RA","Raz","So  who's that crying?","А хто плаче?"
"THAC023BT","Bonita","Oh, sorry--","Ой, вибачаюсь..."
"THAC024BT","Bonita","Hey, can we kill the waterworks for a second?","Гей, вирубіть цей фонтан на хвилинку."
"THAC025BT","Bonita","Thanks.","Дяки."
"THAC026BT","Bonita","It's a recording. It helps me focus.","Це запис. З ним я краще зосереджуюсь."
"THAC027RA","Raz","So, you're not going out on stage?","Тож, ви не вийдете на сцену?"
"THAC028BT","Bonita","Have you seen any of the plays we put on here? Those god-awful slices of Gloria's terrible life? ","Ти бачив, які в нас тут п'єси ставлять? Ті мракобісні відрізки нестерпного життя Ґлорії."
"THAC029BT","Bonita","How am I supposed to bring light to those?","Як мені в них сяяти?"
"THAC030BT","Bonita","Listen, the burden of being the only sunshine in this theater is just too much for one beautiful, glowing, inspirational muse to bear you know?","Слухай, я в цьому театрі єдиний промінчик світла в темряві. Для такої прекрасної, надхненної музи такий тягар швидко виснажує."
"THAC031RA","Raz","You're not scared of that Phantom are you?","Ви ж не боїтеся Примару, так?"
"THAC032BT","Bonita","No, it's not him I'm frightened of.","Ні. Якщо когось і боюся, то точно не її."
"THAC033BT","Bonita","It's that fat one who clings to the side of the theater like a blood-swollen tick, sucking out its life.","Мене більше бентежить той зажирілий критик, який вчепився в театр немов кліщ, висмоктуючи з нього все живе."
"THAC034RA","Raz","Ew.","Фу."
"THAC035BT","Bonita","He's always been there, but he wasn't always that big and loud. ","Він завжди тут був. Але раніше він був менше й тихіше."
"THAC036BT","Bonita","I couldn't hear him much at all, really, until Gloria's mother hit the stage.","Я його майже не чула, допоки мати Ґлорії не завалилася на сцену."
"THAC037RA","Raz","He didn't like her performance either?","Її виступ йому теж не сподобався?"
"THAC038BT","Bonita","No, I mean HIT the stage. Ker-splat.","Ні, вона буквально ЗВАЛИЛАСЯ. Як ляпнулась. "
"THAC039BT","Bonita","Jumped from the catwalks while Gloria was in Paris. ","Зістрибнула з підмостків, поки Ґлорія була в Парижі."
"THAC041BT","Bonita","Yeah, that's what the janitor said too.","Ага, прибиральник сказав те саме."
"THAC042RA","Raz","I haven't seen any plays. How do I see a play?","Я не бачив жодних п'єс. Як мені їх організувати?"
"THAC043BT","Bonita","Well, those actors are worthless without a good script.","Почнімо з того, що ці актори без сценарію — ніхто."
"THAC044BT","Bonita","Just find a script and give it to that bossy little dynamo with the headphones, she'll know what to do.","Знайди якусь гарну писанину, віддай тій моторній панянці в навушниках, а далі вона розбереться."
"THAC045RA","Raz","Where do I find a script?","Де мені знайти сценарій?"
"THAC046BT","Bonita","Those actors are always hiding copies on one set or another, in case they forget their lines.","Актори завжди ховають копії на тому чи іншому майданчику на випадок, якщо забудуть свої фрази."
"THAC047BT","Bonita","And that mean, fat, horrible Jasper has one he's always trying to get produced.","І в того клятого товстюха Джаспера теж має бути один, який він постійно намагається пропхати."
"THAC048BT","Bonita","When you find a script, give it to Becky Houndstooth.","Коли знайдеш сценарій, віддай його Бекі Гаундстус."
"THAC049BT","Bonita","But be careful.  If you play a script on a set it wasn't written for, you never know what might happen!","Але будь обережний. Хто зна, що може статися, якщо пустиш п'єсу в непризначених для неї декораціях!"
"THAC050RA","Raz","Is there any way I can get you to take the stage? For the fans?","Що мені зробити, щоб ви вийшли на сцену? Фанати чекають."
"THAC051BT","Bonita","If you can get me some help out there, so I'm not the only light on the set...","Зроби так, щоб я не була єдиним сяйвом на тій сцені..."
"THAC052RA","Raz","I'll turn on a spotlight!","Я увімкну прожектор!"
"THAC053BT","Bonita","Eh, that could work, but you'll need a candle...","Ну, як варіант, але тобі знадобиться свічка..."
"THAC054BT","Bonita","I think there might be a spare in the storeroom.","У коморі має бути запасна."
"THAC055BT","Bonita","If you can get a candle into a spotlight and light it, I'll come out and give the show one last try.","Якщо поставиш свічку в прожектор і запалиш її, тоді я вийду й востаннє спробую щось показати."
"THAC056BT","Bonita","But I'm not promising anything!","Але нічого не обіцяю!"
"THAC057RA","Raz","I'll leave you alone now. I know you have a lot of crying to do.","Залишу вас наодинці. Вам ще багато сліз треба пролити."
"THAC058BT","Bonita","Thank you. Now where was I?","Дякую. Тож, на чому я зупинилась?"
"THJA000JA","Jasper","ZZzzzzzZZZzz.","(хропе)"
"THJA001JA","Jasper","ZZzzzz. ZzzZZZZZZ.","(хропе)"
"THJA002JA","Jasper","Zzzzzz-ZZzzzzz.","(хропе)"
"THJA003RA","Raz","Hey, can you help me get up to the catwalks so I can fight that phantom?","Гей, не допоможете мені піднятися на підмостки, щоб я поборов Примару?"
"THJA004JA","Jasper","Ha! Can't get there from here! Ha ha ha!","Ха! Звідси туди не піднятись! Ха-ха-ха!"
"THJA005JA","Jasper","I mean, unless you did that one, particular play on that one, particular set...","Хіба що ти поставиш ту саму п'єсу, в тих самих декораціях..."
"THJA006JA","Jasper","Oh, but what am I saying? That's almost impossible. ","Ох, та сенс тобі це казати. Це майже неможливо."
"THJA007JA","Jasper","Forget about it. The theater is doomed!","Забудь. Театр приречений!"
"THJA009JA","Jasper","Ah, you've tasted excellence, and now you're back, begging for another bowl of quality theater?","О, невже ти пройнявся витонченим смаком і прийшов благати про чергову порцію якісного театру?"
"THJA011JA","Jasper","Ew, oh. Well unfortunately for you that's the last script I'll waste on this theater. ","А, тю. На твоє нещастя, це був останній сценарій, який я кинув у топку цього театру."
"THJA012JA","Jasper","I'm saving the rest for Broadway!","Решту я прибережу для Бродвею!"
"THJA013JA","Jasper","Just dig around the sets. I'm sure you'll find some horrible scripts in there. ","Пошастайся в різних декораціях. Певен, якусь гидючу писанину да знайдеш."
"THJA014JA","Jasper","Oh, except do NOT do that, because they certainly would NOT help you get to the catwalks, which are very dangerous anyway, so give up.","А хоча, можеш навіть НЕ намагатися, тому що вони тобі все одно НЕ допоможуть дістатися підмостків. Там небезпечно, тому здавайся."
"THJA015RA","Raz","You're mean and fat.","Ви — злий товстун."
"THJA016JA","Jasper","And?","І?"
"THJA017RA","Raz","Just giving you the update.","Просто тримаю в курсі."
"THJA018JA","Jasper","At least I'm good at it.","І я добре справляюся з цією роллю."
"THJA020JA","Jasper","I'm trying to save you from that mysterious Phantom character!","Я намагаюся врятувати вас від таємничого Примари!"
"THJA021JA","Jasper","He only attacks when Bonita performs!","Він нападає лише коли виступає Боніта!"
"THJA022JA","Jasper","If we got rid of Little Miss Sunshine, we'd all be safer now wouldn't we?","Якщо ми позбудемося цієї сонцесяйної мадам, спокійніше буде всім, хіба ні?"
"THJA023JA","Jasper","I'm only thinking of the children. ","Безпека дітей понад усе."
"THJA025JA","Jasper","The young boy's protests, though heartfelt, quickly lapsed into simplistic and tedious platitudes. One and a half stars!","Протест юнака хоч і був щирим, але швидко скотився в невигадливі й нудні банальності. Півтори зірки!"
"THJA026RA","Raz","Bonita's just trying to lighten things up around here!","Боніта тут — єдиний промінь світла в темряві!"
"THJA028JA","Jasper","She should quit now, while she can still get a job as a night light.","Краще хай іде зараз. Встигне на вакансію ліхтарного стовпа."
"THJA029RA","Raz","If you hate the show so much, why don't you just leave?","Якщо ці вистави настільки нестерпні, то чому ви просто не підете?"
"THJA030JA","Jasper","I can't stop looking at it. It's like the sight of a horrible car accident.","Бо це настільки жахливо, що навіть цікаво. Ніби дивлюсь на автокатастрофу."
"THJA031JA","Jasper","A car accident where the victims can't act, and the paramedics forget their lines.","Автокатастрофу, в якій жертви не здатні грати, а парамедики забули свої фрази."
"THJA032RA","Raz","Alright, later, you old gas bag.","Бувай, старий пердуне."
"THJA033JA","Jasper","Listen, this play just stinks. Here. Try this one instead.","Слухай, та п'єса — просто відстій. Тримай. Спробуй краще цю."
"THJA034JA","Jasper","This play has some ACTION in it, some zing!","У ній там такі ПОДІЇ, такий запал!"
"THJA035RA","Raz","Wow, thanks. Are you actually being nice?","Йой, дякую. З чого така щедрість?"
"THJA036JA","Jasper","No! I'm just trying to keep myself halfway entertained!","Я сам собі роблю ласку, щоб не померти від нудьги!"
"THJA037JA","Jasper","Go! Give that to Becky and see if she can't find some actors to ruin it!","Шуруй! Віддай її Бекі, раптом вона все-таки зможе підібрати гідний кастинг!"
"THJA038JA","Jasper","Ha. Break a leg.","Ха. Ну, щасти."
"THJA008RA","Raz","Excuse me, Mr. Rolls, but do you have any more scripts?","Перепрошую, пане Роллс, у вас часом нема ще якихось сценаріїв?"
"THJA010RA","Raz","Not really. But I think that if I find a play that moves the props around in just the right way, I can use them to get up to the catwalks and fight the Phantom!","Не зовсім. Але, здається, якщо я знайду п'єсу, яка правильно пересуне декорації, я зможу піднятися по них на підмостки і побороти Примару!"
"THJA019RA","Raz","Hey, why do you have to be so hard on Bonita?","Чому ви так жорстокі з Бонітою?"
"THJA024RA","Raz","If you can't say something nice, don't say anything at all.","Якщо не можете сказати щось приємне, то краще вже помовчіть."
"THBF000SF","Pink-Flower","And where would Gloria be without her muse?","Але що б Ґлорія робила без її музи?"
"THBF001HF","Yellow-Actor","Her inner sunshine!","Її внутрішнього сяйва!"
"THBF002FF","Orange-Flower","The spirit of her youth!","Духу її молодості!"
"THBF003SF","Pink-Flower","Played tonight, once again, by...","У ролі, як і завжди, єдина й неповторна..."
"THBF004SF","Pink-Flower","Bonita Soleil!","Боніта Солей!"
"THBF007JA","Jasper","You'd better listen to me! You're no good! This play stinks! It's worse than ever before! Oh, I can't believe you call this theater!","Ану слухай сюди! Ти — ніхто! П'єса — відстій! Навіть гірше, ніж була! Як це звалище взагалі можна називати театром?!"
"THBF008JA","Jasper","I can't even see it from down here, but I know it's bad! Can you hear me?","Я хоч і не бачу звідси, але певен, що все жахливо! Чуєш мене?"
"THBF009JA","Jasper","Oh, you've got fat arms, you hear me? Big fat arms like a wrestler!","І руки у тебе товсті, зрозуміла? Товсті як у реслера!"
"THBF010JA","Jasper","And a little turkey gobble hanging from your neck!","І кадик у тебе, як в індика!"
"THBF011JA","Jasper","Oh, your knees are ugly, and you snort when you laugh!","О, і коліна в тебе почварні. І ти хрюкаєш, коли смієшся!"
"THBI000RA","Raz","Okay Phantom, it's time to find out who--","Ну що ж, Примаро, час дізнатися, хто ховається..."
"THBI001RA","Raz","...you… really are.","Під... маскою."
"THBI002RA","Raz","What?","Що?"
"THBI003RA","Raz","I totally guessed that!","Так і знав!"
"THBI004FF","Orange-Flower","Nuh-uh. You said it was Becky!","Нє-а. Ти казав, що це Бекі!"
"THBI005RA","Raz","Tssssst!","Тс-с-с-с!"
"THBI006RA","Raz","Okay, the jig is up, PHANTOM!","Все, ми тебе розкусили, ПРИМАРО!"
"THBI007JA","Jasper","What? Why, I never! How dare you accuse me of being the rugged and romantic scoundrel that has thrilled and terrified audiences for years!","Що? Та я б ніколи! Як ти смієш вішати на мене клеймо суворого та романтичного негідника, який тримав глядачів як на голках протягом років!"
"THBI008RA","Raz","Yeah, I guess you're right. He's so agile, and limber, and... thin. He could never be you.","Ну, хоча, ти правий. Він такий в'юнкий, і гнучкий, і... худий. Взагалі не схоже на тебе."
"THBI009JA","Jasper","Why you! Of course it's me!","Що ти сказав?! Звісно це я!"
"THBI010RA","Raz","Well it's time to hang up the cape, Tubs, because your days of terrorizing the theater as the Phantom are over.","Що ж, тоді нам час вийти на біс, череваню. Твої дні терору театру в ролі Примари злічені."
"THBI011JA","Jasper","Maybe as the Phantom, but he's nothing compared to the full, destructive force of an angry critic! Ha ha ha!","У ролі Примари може й так, але ніщо не зрівняється з фатально руйнівною силою сердитого критика! Ха-ха-ха!"
"THBI012RA","Raz","Hmm. How can I say this and still sound cool... sticks and stones may break my bones but words will never hurt me?","Гм-м. Як же сказати, щоб це прозвучало круто... Нехай переламаєш мені палицями кістки, але словами не задінеш?"
"THBI013JA","Jasper","Well then!","Ну, якщо так!"
"THBI014JA","Jasper","How 'bout these? Wahahahahaha!","Тоді спробую-но це! Вха-ха-ха-ха!"
"THFP000BE","Becky","Look alive, people! Bonita Soleil is about to take the stage!","Прокидайтесь, люди! Боніта Солей ось-ось вийде на сцену!"
"THFP001BE","Becky","Flower girls in position one. And... ACTION!","Квіткові дівчата на позиції один. І... ПОЧАЛИ!"
"THFP002SF","Pink-Flower","Tonight I will be playing the part of Gloria Von Gouton, the famous actress!","Сьогодні я гратиму відому актрису Ґлорію фон Ґутен!"
"THFP003HF","Yellow-Actor","In this nostalgic memory of her breakthrough role in the smash hit musical...","У пам'ять про те, як у її кар'єрі стався прорив після ролі в хітовому мюзиклі..."
