"Identifier","Context","Source string","Translation"
"ASBO007BO","Boyd","Sorry, the Milkman has the key. I am not the Milkman. I'm the guard.",""
"ASBO008RA","Raz","Where's the Milkman?",""
"ASBO009BO","Boyd","I'll bet he's sleeping on the job. His milk is delicious. Everybody wants it. He'll be here soon.",""
"ASBO010BO","Boyd","Then the lies will end.",""
"ASBR001BO","Boyd","...the Milkman...",""
"ASBR002BO","Boyd","...those little green cops...",""
"ASBR003BO","Boyd","...the military-industrial complex...",""
"ASBR004BO","Boyd","...the suits...",""
"ASBR005BO","Boyd","...the analyticals, man...",""
"ASBR006BO","Boyd","...those Bermuda Triangle sharks…",""
"ASBR007BO","Boyd","...all them haters...",""
"ASBR008BO","Boyd","...Hernando...",""
"ASBR009BO","Boyd","...that little fat kid with the bunny...",""
"ASBR010BO","Boyd","...the doctors back at the clinic...",""
"ASBR011BO","Boyd","...the pelicans...",""
"ASBR012BO","Boyd","...the squirrels...",""
"ASBR013BO","Boyd","...the manager of that boy band...",""
"ASBR014BO","Boyd","...those eggheads in their ivory tower...",""
"ASBR015BO","Boyd","...that guy with the eye patch...",""
"ASBR016BO","Boyd","...the psychowhatsits...",""
"ASBR017BO","Boyd","...the freaky hunchback girl who loves brains so much...",""
"ASBR018BO","Boyd","...the dairy industry...",""
"ASBR019BO","Boyd","...the kid with the goggles...",""
"ASBR020BO","Boyd","...the dog track regulators...",""
"ASBR021BO","Boyd","...the tuna canneries...",""
"ASBR022BO","Boyd","...the national park system...",""
"ASBR023BO","Boyd","...big oil...",""
"ASBR024BO","Boyd","...organized labor...",""
"ASBR025BO","Boyd","...the rodeo clown cartel...",""
"ASBR026BO","Boyd","...the media...",""
"ASBR027BO","Boyd","...the cows...",""
"ASBR028BO","Boyd","...foreign toy makers...",""
"ASBR030BO","Boyd","...the intelligencia...",""
"ASBR031BO","Boyd","...the fluoride producers…",""
"ASBR032BO","Boyd","...a secret doomsday cult...",""
"ASBR033BO","Boyd","...the president's brother...",""
"ASBR034BO","Boyd","...my first cat Seymour...",""
"ASBR035BO","Boyd","...one of my nostril hairs...",""
"ASBR036BO","Boyd","...the intelligence community...",""
"ASBR037BO","Boyd","...the five richest families in the country...",""
"ASBR038BO","Boyd","...all those stupid crows...",""
"ASBR039BO","Boyd","...some sort of power, you know...",""
"ASBR040BO","Boyd","...and...",""
"ASBR041BO","Boyd","...or else, maybe...",""
"ASBR042BO","Boyd","...no, no, wait. I mean...",""
"ASBR043BO","Boyd","...in conjunction with...",""
"ASBR044BO","Boyd","...with the full blessing of...",""
"ASBR045BO","Boyd","...with the backing of...",""
"ASBR046BO","Boyd","...who are merely the pawns of...",""
"ASBR047BO","Boyd","...who are the puppet masters of...",""
"ASBR048BO","Boyd","...went to the prom with...",""
"ASBR049BO","Boyd","...ate a whole jar of olives with...",""
"ASBR050BO","Boyd","...are working for...",""
"ASBR051BO","Boyd","...are telling my location to...",""
"ASBR052BO","Boyd","...made a deal back in '68 with...",""
"ASBR053BO","Boyd","...sold their soul to...",""
"ASBR054BO","Boyd","...are controlled by...",""
"ASBR055BO","Boyd","...bought votes to protect...",""
"ASBR056BO","Boyd","...are doing the dirty work of...",""
"ASBR057BO","Boyd","...got in bed with...",""
"ASBR058BO","Boyd","...signed a secret treaty with...",""
"ASBR059BO","Boyd","...has been officially linked with...",""
"ASBR060BO","Boyd","...know the truth.",""
"ASBR061BO","Boyd","...won't stop visiting me.",""
"ASBR062BO","Boyd","...keep sparring with me.",""
"ASBR063BO","Boyd","...have been spitting on me all day.",""
"ASBR064BO","Boyd","...do this horrible thing, but in conjunction with who? Or whom?",""
"ASBR065BO","Boyd","...are crawling all over my skin.",""
"ASBR066BO","Boyd","...bit me all night so I couldn't sleep.",""
"ASBR067BO","Boyd","...have everyone fooled.",""
"ASBR068BO","Boyd","...were digging away at the plastics.",""
"ASBR069BO","Boyd","...were dialing in through the optics.",""
"ASBR070BO","Boyd","...stole my theories and reprinted them incorrectly, to discredit them.",""
"ASBR071BO","Boyd","...are not to be trusted.",""
"ASBR072BO","Boyd","...have been living off the teat of the dairy industry.",""
"ASBR073BO","Boyd","...have been fixing oil prices...",""
"ASBR074BO","Boyd","...assassinated the one man in their way...",""
"ASBR075BO","Boyd","...pretty much control everything.",""
"ASBR076BO","Boyd","...pick who lives and who dies and what the football scores are going to be every week.",""
"ASBR077BO","Boyd","...and they obviously...",""
"ASBR078BO","Boyd","...and I know they...",""
"ASBR079BO","Boyd","...but they can't hide that they...",""
"ASBR080BO","Boyd","...ha! Like I don't know that they...",""
"ASBR081BO","Boyd","...and, let's just say for now that they...",""
"ASBR082BO","Boyd","...and, if I know anything, I know that they...",""
"ASBR083BO","Boyd","...and sure as the nose on my face, I am sure they...",""
"ASBR084BO","Boyd","...to get ...",""
"ASBR085BO","Boyd","...because they want ...",""
"ASBR086BO","Boyd","...in order to monopolize...",""
"ASBR087BO","Boyd","...to keep down...",""
"ASBR088BO","Boyd","...so the people never find out about...",""
"ASBR089BO","Boyd","...and who wins? Them. Who loses?",""
"ASBR090BO","Boyd","...all in a big fight over...",""
"ASBR091BO","Boyd","...the truth.",""
"ASBR092BO","Boyd","...all of us.",""
"ASBR093BO","Boyd","...the whole sack of lies.",""
"ASBR094BO","Boyd","...the innocents.",""
"ASBR095BO","Boyd","...the biggest conspiracy of all.",""
"ASBR096BO","Boyd","...the infrastructure.",""
"ASBR097BO","Boyd","...the lap belt, man.",""
"ASBR098BO","Boyd","...the water supply.",""
"ASBR099BO","Boyd","...the rotundra.",""
"ASBR100BO","Boyd","...the A.M. tenderizer.",""
"ASBR101BO","Boyd","...last specimen of the super-virus.",""
"ASBR102BO","Boyd","...the witnesses.",""
"ASBR103BO","Boyd","...my hooch.",""
"ASBR104BO","Boyd","...the hanging udders.",""
"ASBR105BO","Boyd","...a clean-burning, perpetual energy source.",""
"ASBR106BO","Boyd","...a religious artifact with supposedly unimaginable powers.",""
"ASBR107BO","Boyd","...exactly what, nobody knows.",""
"ASBR108BO","Boyd","How long do they think they can hide that?",""
"ASBR109BO","Boyd","I mean, who do they think they're fooling?",""
"ASBR110BO","Boyd","Can I really be the only person who sees this?",""
"ASBR111BO","Boyd","Someone has to get this information to the people.",""
"ASBR112BO","Boyd","If they find out I know this stuff, I'm dead.",""
"ASBR113BO","Boyd","Oh, man. This stuff is hot.",""
"ASBR114BO","Boyd","...since the year dot.",""
"ASBR115BO","Boyd","...right under people's noses!",""
"ASBR116BO","Boyd","...and nobody seems to care!",""
"ASBR117BO","Boyd","Visiting hours are over!",""
"ASBR118BO","Boyd","Why does that hydrant keep looking at me?",""
"ASBR119BO","Boyd","You can pass it over the counter, but that don't make it over the counter!",""
"ASBR120BO","Boyd","No insubordination, right boss? Right?",""
"ASBR121BO","Boyd","Okay, Boss?",""
"ASBR122BO","Boyd","Hey, where is the boss?",""
"ASBR123BO","Boyd","Ignore it, Cooper!",""
"ASBR124BO","Boyd","I have to get rid of some of this stuff!",""
"ASBR125BO","Boyd","I have to stay focused.",""
"ASBR126BO","Boyd","No distractions!",""
"ASBR127BO","Boyd","What???",""
"ASBR128BO","Boyd","Oh, that doesn't fit. That doesn't fit at all.",""
"ASBR129BO","Boyd","Well, maybe if I forget about that other part.",""
"ASBR130BO","Boyd","Wait, why did I say that?",""
"ASBR131BO","Boyd","Oh, Boyd. You've got this all wrong.",""
"ASBR132BO","Boyd","Did I just think that? Or did someone MAKE me think it?",""
"ASBR133BO","Boyd","But when that happens, they turn it into CHOCOLATE milk, and nobody can tell the difference!",""
"ASBR134BO","Boyd","You know what I mean? Amounts tendered? Yeah?",""
"ASBR135BO","Boyd","The squirrels... have eyes.",""
"ASBR136BO","Boyd","Listen to me, listen to me, LISTEN TO ME!",""
"ASBR137BO","Boyd","Shut up, shut up, SHUT UP!",""
"ASBR138BO","Boyd","Shhh! No, wait. Say that again?",""
"ASBR139BO","Boyd","They think the windows are tinted, but they ain't tinted nearly enough!",""
"ASBR140BO","Boyd","Of course the milk's got spider webs in it! Taste it!",""
"ASBR141BO","Boyd","I scream, you scream, we all scream, we all scream...",""
"ASBR142BO","Boyd","The ice cream's in the web, the web is in the cream.",""
"ASBR143BO","Boyd","Oh, you think that's regular yarn, do you?",""
"ASBR144BO","Boyd","They come, they whisper, they watch, they chop, chop, chop.",""
"ASBR145BO","Boyd","What's that on your head? That's no hat. Maybe you could tell your hat to shut up? Or at least, ask me the right questions?",""
"ASBR146BO","Boyd","I wonder if I'm on camera right now. Ha! What, am I crazy? Of course I am!",""
"ASBR147BO","Boyd","Hi mom! Look at me! I'm tangled in a web of deception! How's uncle G?",""
"ASBR148BO","Boyd","G-man, who are you working for? Who is G?",""
"ASBR149BO","Boyd","G-Man, Go-man, Goat Man… I thought you worked for me?",""
"ASBR150BO","Boyd","My father, he was a good man, but he served a cruel master.",""
"ASBR151BO","Boyd","Mom, are you sure these are your children?",""
"ASBR152BO","Boyd","These are not my dot to dots. These are not my babies.",""
"ASBR153BO","Boyd","...but of course you know all this because you're Australian...",""
"ASBR154BO","Boyd","...and then it comes out of those wires over there, and goes straight into my head, with all its little audio tricks…",""
"ASBR155BO","Boyd","I don't want to be a lead weight on the table.",""
"ASBR156BO","Boyd","I see myself more as a turtle with a rocket strapped to its back!",""
"ASBR157BO","Boyd","...and he waits and he waits...",""
"ASBR158BO","Boyd","...this milk can't stay fresh forever...",""
"ASBR159BO","Boyd","...something's got to give...",""
"ASBR160BO","Boyd","How many are there? I count fourteen, but that's not the number on my hand, that's not the number on my neck.",""
"ASBR161BO","Boyd","The truth lives in a small house on the edge of town.",""
"ASBR162BO","Boyd","The truth is sleeping in glass box.",""
"ASBR163BO","Boyd","The truth is a colorful diamond.",""
"ASBR164BO","Boyd","I'm dropping out of this yogurt convention. There's no fruit at the bottom.",""
"ASBR165BO","Boyd","Hey! Lady! Where you going with that sweater?",""
"ASBR166BO","Boyd","Think you could get this past me? I'm the guard.",""
"ASBR167BO","Boyd","I've got the truth. It's tucked in my cheeks. I'm not going to eat it right now.",""
"ASBR168BO","Boyd","Are you buying? Or are you spying?",""
"ASBR169BO","Boyd","This is ugly. It's like a Cyclops with a million eyes!",""
"ASBR170BO","Boyd","The fire will start in menswear!",""
"ASBR171BO","Boyd","But what if the signal comes early?",""
"ASBR172BO","Boyd","The meaty bit in the middle of this won ton, it's me!",""
"ASBR173BO","Boyd","Hey, don't worry about me. I'm centered. I'm the whole center in fact.",""
"ASBR174BO","Boyd","Am I? Or is he? Am I he? What is he doing in my house?",""
"ASBR175BO","Boyd","Someone moved into my neighborhood, uninvited.",""
"ASBR176BO","Boyd","The housing committee's not going to like this.",""
"ASBR177BO","Boyd","They should paint their garage door the same color as everybody else's.",""
"ASBR178BO","Boyd","I'm locked on the outside, and I'm locked on the inside.",""
"ASBR179BO","Boyd","And the little girl stuck her finger in the dyke and saved all the windmills. But who does the little girl work for?",""
"ASBR180BO","Boyd","Hey, little girl! Get your finger out of there!",""
"ASBR181BO","Boyd","Ha! I know what you're up to.",""
"ASBR182BO","Boyd","You've got the skates, but I've got the key!",""
"ASBR183BO","Boyd","Who is the Milkman???",""
"ASBR184BO","Boyd","You know my house is clean, right? Right boss??",""
"ASBR185BO","Boyd","Get off of me!",""
"ASBR186BO","Boyd","I don't want any half and half! I'm already half and half!!",""
"ASBR187BO","Boyd","If I'm invisible, then why is everyone looking at me?",""
"ASBR188BO","Boyd","...heh heh.",""
"ASBR189BO","Boyd","...ho, ho!...",""
"ASBR190BO","Boyd","...wait...",""
"ASBR191BO","Boyd","...er...",""
"ASBR192BO","Boyd","...uh...",""
"ASBR193BO","Boyd","...(cough)...",""
"ASBR194BO","Boyd","...uhhhh...",""
"ASBR195BO","Boyd","...hmmmm...",""
"ASBR196BO","Boyd","...ha!...",""
"ASBR197BO","Boyd","...yeah, yeah, yeah...",""
"ASBR198BO","Boyd","...what?...",""
"ASBR199BO","Boyd","...no, no, no, no...",""
"ASBR200BO","Boyd","...okay, okay, but…",""
"ASBR201BO","Boyd","...huh...",""
"ASBR202BO","Boyd","...riiiiiiight...",""
"ASBV001ED","Edgar","...signed... Edgar... Teglee.",""
"ASBV002ED","Edgar","Fini!",""
"ASBV003ED","Edgar","When you deliver this to my patron, Raz, you may also hand him my farewell, for I am checking myself out of here.",""
"ASBV004ED","Edgar","You have unchained my mind, young friend so before I go, I'd like to show my gratitude by painting you a REAL work of art.",""
"ASBV005RA","Raz","No bull?",""
"ASBV006ED","Edgar","Ha ha ha ha ha!",""
"ASBV007ED","Edgar","You make light of my mental problems, and still I have no rage! Amazing!",""
"ASCD001CR","Crispin","Greetings, Doctor Loboto!",""
"ASCD002CR","Crispin","Up to the secret laboratory then, is it?",""
"ASCD003CR","Crispin","One moment...",""
"ASCD004CR","Crispin","You're not Doctor Loboto!",""
"ASCD005CR","Crispin","My eyes may be half gone, but I would recognize the mad doctor anywhere.",""
"ASCD006CR","Crispin","He's got that stone cold face a man doesn't easily forget...",""
"ASCD007CR","Crispin","He wears a beastly smock, covered in thick straps like an electric chair...",""
"ASCD008CR","Crispin","And in the place where his hand should be, there's nothing but a gleaming, metal claw.",""
"ASCD009CR","Crispin","So if I'm not mistaken, you're not Doctor Loboto, and you don't pay my salary so kindly back away from my elevator and die.",""
"ASCD010CR","Crispin","Thank you, sir.",""
"ASCD012CR","Crispin","Good to see your face!",""
"ASCD013CR","Crispin","I see you're wearing your favorite jacket!",""
"ASCD014CR","Crispin","If I may say so, your claw is looking ESPECIALLY menacing today!",""
"ASCD016CR","Crispin","If you're Doctor Loboto…",""
"ASCD017CR","Crispin","What happened to your face?",""
"ASCD018CR","Crispin","Where's your strappy jacket?",""
"ASCD019CR","Crispin","Did you have a human hand reattached to your arm, or...?",""
"ASCD020CR","Crispin","You inmates are getting ever more clever, but...",""
"ASCD021CR","Crispin","You still can't fool old Crispin Whytehead.",""
"ASCD022CR","Crispin","I'm an orderly you know. I am NOT an imposter.",""
"ASCD023CR","Crispin","Good day.",""
"ASCD024CR","Crispin","Taking her up yourself this time, eh Doctor? Less work for me!",""
"ASCD025FR","Fred","Inmate Whytehead.",""
"ASCD026CR","Crispin","Gahh! Chief Orderly Bonaparte! You're... You're…",""
"ASCD027FR","Fred","Armed?",""
"ASCD028CR","Crispin","Woo hoo ha ha hahaha!",""
"ASCL001RA","Raz","Hey it works!",""
"ASCL002RA","Raz","What's up, Linda?",""
"ASCL003RA","Raz","I don't suppose I could just ride on top this time?",""
"ASCL004RA","Raz","You know, I'm not getting any more used to this.",""
"ASCL005RA","Raz","You haven't been eating algae again, have you?",""
"ASCL006LF","Linda","Prepare yourself for passage, human child.",""
"ASCL007RA","Raz","Ya--",""
"ASCR001CR","Crispin","Behind you, General!",""
"ASCR002CR","Crispin","Oh, good move, mate.",""
"ASCR003CR","Crispin","Got 'em on the run now, eh, Bonaparte?",""
"ASCR004CR","Crispin","I hear you out there Fred!",""
"ASCR005CR","Crispin","Just because I can't see you doesn't mean I'm not watching!",""
"ASCR006CR","Crispin","Don't throw in the towel just yet!",""
"ASCR007CR","Crispin","You've still got a few more hens in your musket!",""
"ASCR008CR","Crispin","Heh. Look at 'im.",""
"ASCR009CR","Crispin","Sad isn't it?",""
"ASCR010CR","Crispin","He used to be just an average loon--didn't embarrass himself so much.",""
"ASCR011CR","Crispin","Now he's all kiltery-jiltery.",""
"ASCR012CR","Crispin","I used to play that little war game with him back when it WAS just a game to him.",""
"ASCR013CR","Crispin","Last time we played he lost the game and his mind. Now he thinks he's Napoleon of course.",""
"ASCR014CR","Crispin","Reduced to a cracker factory cliché!",""
"ASCR015CR","Crispin","One pickle short of a Sunday spice can, wouldn't you say?",""
"ASCR016CR","Crispin","Not much brine in his brisket, if you know what I mean.",""
"ASCR017CR","Crispin","Poor bastard.",""
"ASCR018CR","Crispin","Got a meter on his melon like half sack of cherries.",""
"ASCR019CR","Crispin","Tell me, what's he doing now? I can't see from here. Is he winning or losing?",""
"ASEI001RA","Raz","Hey, how's that painting of Doctor Loboto coming along? You know, I'll deliver it for you as soon as it's finished.",""
"ASEI002ED","Edgar","Silence! I am conceptualizing.",""
"ASEI003RA","Raz","Hey! I like it!",""
"ASEI004ED","Edgar","Ah, you see, the poor dumb beasts have no thumbs, so I ask you... how are they holding their cards?",""
"ASEI005RA","Raz","St--St--Sticky paws?",""
"ASEI006ED","Edgar","It should be impossible, and yet somehow they go on... playing the game.",""
"ASEI007ED","Edgar","In the end, Razputin, aren't we all just dogs playing poker?",""
"ASET001RA","Raz","Hey, why are you all locked up?",""
"ASET002ED","Edgar","Hmmm.",""
"ASET003ED","Edgar","Why... am... I... all... locked... up?",""
"ASET004ED","Edgar","Good question.",""
"ASET005RA","Raz","What ya paintin' there?",""
"ASET006ED","Edgar","Nothing. Everything. An invisible portrait of my own artistic impotence.",""
"ASET007RA","Raz","Looks like Doctor Loboto to me.",""
"ASET008ED","Edgar","That is my patron, my psychiatrist, my warden.",""
"ASET009RA","Raz","Is he the one who chained you up?",""
"ASET010ED","Edgar","Art therapy is all about commitment, child.",""
"ASET011ED","Edgar","The Doctor won't let me go until I complete my treatment.",""
"ASET012RA","Raz","So, why don't you just finish the painting and go home?",""
"ASET013ED","Edgar","Why... don't I... just...",""
"ASET014ED","Edgar","heavy, bull-like breathing and grunting as he paints",""
"ASET015RA","Raz","Wow! See, sometimes you just have to--",""
"ASET016RA","Raz","Huh. You painted a bullfight over the Doctor's face. Why a bull fight?",""
"ASET017RA","Raz","Huh? Huh Edgar? Why do you--",""
"ASET018ED","Edgar","AAAAAAAAAAahhhhhhhhhh!!!",""
"ASET019ED","Edgar","EVERY TIME!",""
"ASET020ED","Edgar","Every time it is the same!",""
"ASET021ED","Edgar","The matador! The bull! How I despise you both!",""
"ASET022ED","Edgar","But my hands... won't let you go.",""
"ASET023ED","Edgar","Ahhhhhh!",""
"ASET024ED","Edgar","The blank canvas, like the matador's cape, waves before me.",""
"ASET025ED","Edgar","Infuriating. Alluring. Just like the pitiful horned beast in the painting, I know it is a trick-and yet I charge again and again. And every time I lose.",""
"ASET026ED","Edgar","That is why I am here, chained in more ways than you can see.",""
"ASET027RA","Raz","A prisoner of art.",""
"ASET029RA","Raz","Well, I'm going downstairs. You good?",""
"ASET030ED","Edgar","I'm good.",""
"ASFD001RA","Raz","Excuse me, sir?",""
"ASFD002NP","Napoleon","My name is Napoleon Bonaparte!",""
"ASFD003RA","Raz","Oh! Uh... excuse me... Mr. Bonaparte?",""
"ASFD004FR","Fred","Shhh! I only THINK I'm Napoleon Bonaparte.",""
"ASFD005NP","Napoleon","Do not listen to the weakling! He denies his lineage because he fears it!",""
"ASFD006FR","Fred","You'll have to excuse me. I'm busy losing a battle with my sanity here.",""
"ASFD007NP","Napoleon","For France!",""
"ASFD008RA","Raz","I like your jacket. Very strappy!",""
"ASFD009FR","Fred","You want it? You can have it! Just help me undo these buckles in the back and--",""
"ASFD010NP","Napoleon","What are you doing?! The uniform of this army is sacred! We shall wear it proudly until the battle is over.",""
"ASFD011FR","Fred","(Help me!)",""
"ASFI001NP","Napoleon","Allons enfants!",""
"ASFI002NP","Napoleon","Enfants de la Patrie!",""
"ASFI003NP","Napoleon","Le jour de gloire est arrivé!",""
"ASFI004NP","Napoleon","Ha ha! Soon we shall feast upon the sweet, buttery snails of victory!",""
"ASFI005NP","Napoleon","Ahh! Reinforcements!",""
"ASFI006NP","Napoleon","March-ez-vous!",""
"ASFI007NP","Napoleon","Back on your horse, soldier! Tout de suite!",""
"ASFI008NP","Napoleon","Now, then...",""
"ASFI009NP","Napoleon","Ha!",""
"ASFI010NP","Napoleon","Ha ha!",""
"ASFI011NP","Napoleon","Hah hah hah hah hah!",""
"ASFI012NP","Napoleon","Into Napoleon's trap, you have fallen!",""
"ASFI013NP","Napoleon","Ah, my trusted spy! Tell me what you know!",""
"ASFI014NP","Napoleon","Weakling! Shut up! You call yourself by the name Bonaparte?",""
"ASFI015NP","Napoleon","You are a stinking disgrace to your family, stinker!",""
"ASFI016NP","Napoleon","This golden day is ours!",""
"ASFI017NP","Napoleon","The sun is bright, the enemy is weak, and there is cheese back in the tent.",""
"ASFI018NP","Napoleon","Le Charge!",""
"ASFI019NP","Napoleon","Le Fire!",""
"ASFI020NP","Napoleon","We are on our way back to town!",""
"ASFI021NP","Napoleon","Let's take it to the chateaux, boys!",""
"ASFI022NP","Napoleon","Another easy victory for Napoleon Bonaparte!",""
"ASFI023NP","Napoleon","More wine!",""
"ASFI024FR","Fred","Oh, man. Where's my cannon? Did we lose a cannon?",""
"ASFI025FR","Fred","This is the worst. I hate this stupid game.",""
"ASFI026FR","Fred","I don't want to play anymore!",""
"ASFI027FR","Fred","I'm going to lose, I'm going to lose, I'm going to lose...",""
"ASFI028FR","Fred","What am I supposed to do?",""
"ASFI029FR","Fred","Retreat!",""
"ASFI030FR","Fred","I thought I had a spy! Where'd I put my dang spy?",""
"ASFI031FR","Fred","Everything's on fire! We're all going to burn!",""
"ASFI033FR","Fred","Oh oh oh!",""
"ASFI034FR","Fred","Everything's going black.",""
"ASFI035FR","Fred","He calls this a game, but all I see is death.",""
"ASFI036FR","Fred","These boys are too young to die. I'M too young to die!",""
"ASFI037FR","Fred","Flank! No. Wait, uh, counter flank! No, uh uh unflank?",""
"ASFI038FR","Fred","Do the other thing!",""
"ASFI039FR","Fred","Where are my reinforcements?",""
"ASFI040FR","Fred","I never asked for this war!",""
"ASFI041FR","Fred","Hey, can we take a break? I need a quick disco nap.",""
"ASFI042FR","Fred","Why aren't you attacking?",""
"ASFI043FR","Fred","I am your commanding officer! You have to listen to me! That is an actual rule!",""
"ASFI044FR","Fred","Why are you all working against me?",""
"ASFI045FR","Fred","You think I'm dumb don't you?",""
"ASFI046FR","Fred","I may be dumb, but I'm in charge!",""
"ASFI047FR","Fred","Stop dying! Get up and stop dying!",""
"ASFI048FR","Fred","Run over there and poke that guy with your gun knife thing!",""
"ASFI049FR","Fred","Where'd everybody go? Is everybody dead?",""
"ASFI050FR","Fred","Okay, everybody who's still in my army, please raise your hands, unless you are dead.",""
"ASFI051FR","Fred","Uggg! Why won't that guy just shut up?",""
"ASFI052FR","Fred","Look, we're not just an army. We are a family, and today we all have to pull together and kill.",""
"ASFI053FR","Fred","Kill for daddy!",""
"ASFI054FR","Fred","Hey, I'm tired too. But you don't see me lying down in the shade, now do you?",""
"ASFI055FR","Fred","Oh, you want a court martial too? I got one for you too! And you, buddy!",""
"ASIE001ED","Edgar","Hmmm. What is this? Are you working on an abstract piece? Nice use of color...",""
"ASII001NP","Napoleon","Attack!",""
"ASII002FR","Fred","No, wait! Don't listen to him! Retreat!",""
"ASII003NP","Napoleon","Shut up you fool! The battle is ours! Wellington is on the run! This is our moment of glory!",""
"ASII004CR","Crispin","Ah, shut up you loon!",""
"ASII005CR","Crispin","Heh heh.","Хе-хе."
"ASII006FR","Fred","The battle can't be won. We're going to lose it.",""
"ASII007CR","Crispin","I'm afraid you lost it years ago, Fred. Now pipe down over there. I am the orderly and I run a quiet, peaceful insane asylum. Understood?",""
"ASII009CR","Crispin","Oh, now, see? You've disrupted Mr. Teglee's art therapy session.",""
"ASII010NP","Napoleon","Ha ha! Le jour de gloire est arrivé!",""
"ASII011CR","Crispin","Whatever.",""
"ASIN001LF","Linda","When it is your wish to travel across the lake, you may return to either shore and summon me with that.",""
"ASIN002RA","Raz","Thanks, Hulking Lungfish. You know, you really aren't as hideous as people say.",""
"ASIN003LF","Linda","You may call me now by my true name, Razputin. The name given to me by my people.",""
"ASIN004RA","Raz","And what name is that, noble lake creature?",""
"ASIN005LF","Linda","Linda.",""
"ASIN006RA","Raz","What a magical lady.",""
"ASLC001LI","Lili","Grrr!",""
"ASLC002LI","Lili","Arg!",""
"ASLC003LI","Lili","Man!",""
"ASLC004LI","Lili","Consarnit.",""
"ASLC005LI","Lili","(Sigh.)",""
"ASLC006LI","Lili","Stupid Doctor Loboto.",""
"ASLC007LI","Lili","Ouch!",""
"ASLC008LI","Lili","Oh, man. I got another itch.",""
"ASLC009LI","Lili","Ah-ah-ah...",""
"ASLC010LI","Lili","Ah-ah-ah-ahh...",""
"ASLC011LI","Lili","Ah-ah-ah-ah-ahchooo!",""
"ASLC012LI","Lili","(Sniff.)",""
"ASLC013LI","Lili","(Cough.)",""
"ASLC014LI","Lili","(Snarf.)",""
"ASLC015LI","Lili","(Snotty breathing.)",""
"ASLR001LI","Lili","Raz! You came!",""
"ASLR002RA","Raz","Of course I did! We gotta get you out of here!",""
