"Identifier","Context","Source string","Translation"
"BBBI079CO","Coach","Oink! Oink! Oink!","Oink! Oink! Oink!"
"BBBI080CO","Coach","As you can see, the trapeze is very difficult.","As you can see, the trapeze is very difficult."
"BBBI081CO","Coach","Most cadets can't handle it.","Most cadets can't handle it."
"BBBI082CO","Coach","You might just want to stay away from it.","You might just want to stay away from it."
"BBBI083CO","Coach","You'd still get a participation ribbon at the end of camp...","You'd still get a participation ribbon at the end of camp..."
"BBBI084CO","Coach","Hey, you got on!","Hey, you got on!"
"BBBI086CO","Coach","Hey, where'd you learn how to do that?","Hey, where'd you learn how to do that?"
"BBBI087CO","Coach","Watch those mines, kid.","Остерігайся мін, юначе."
"BBBI088CO","Coach","They'll blow you up like a ten-cent Kazoo.","They'll blow you up like a ten-cent Kazoo."
"BBBI089CO","Coach","Fire, bad. I have to tell you everything, kid?","Fire, bad. I have to tell you everything, kid?"
"BBBI090CO","Coach","Watch it with the tight rope.","Watch it with the tight rope."
"BBBI095CO","Coach","You can grab poles like that and swing on 'em.","Ти можеш хапатися за такі балки та розгойдуватися на них."
"BBBI097CO","Coach","It's all about upper body strength, you know.","Секрет у тому, щоб працювати м'язами торсу."
"BBBI098CO","Coach","Hrrrrrr!","Гр-р-р-р!"
"BBBI101CO","Coach","Gotta keep moving, kid!","Gotta keep moving, kid!"
"BBBI103RA","Raz","Hey, you guys... need a hand?","Hey, you guys... need a hand?"
"BBBI111RA","Raz","Hi.","Hi."
"BBBI112DO","Dogen","Hi! My name's Dogen.","Hi! My name's Dogen."
"BBBI113RA","Raz","I know!","I know!"
"BBBI114DO","Dogen","Really? How? Can you read minds too?","Really? How? Can you read minds too?"
"BBBI118RA","Raz","Well, good luck with that! Bye!","Ну, хай щастить! Бувай!"
"BBBI119RA","Raz","Follow me! I'll help you through the mines!","За мною! Я проведу тебе через мінне поле!"
"BBBI120DO","Dogen","Mmm-kay.","М-м-м, лади."
"BBBI122DO","Dogen","Thanks for helping me.","Thanks for helping me."
"BBBI123DO","Dogen","Hey, you're cool!","Hey, you're cool!"
"BBBI124DO","Dogen","Hey, umm, this is for helping me out!","Гей, е-е, це тобі за допомогу!"
"BBBI125DO","Dogen","Kay. Bye.","Гаразд, бувай."
"BBBI126CO","Coach","Ah, the ol' rolling tunnel of crazy logs bit!","Ah, the ol' rolling tunnel of crazy logs bit!"
"BBBI127CO","Coach","An old one but a hard one!","An old one but a hard one!"
"BBBI128CO","Coach","What you gotta do is...","What you gotta do is..."
"BBBI129CO","Coach","Heh heh","Heh heh"
"BBBI131CO","Coach","Ah, who we kiddin'?","Ah, who we kiddin'?"
"BBBI132CO","Coach","You're never gonna make it through that!","You're never gonna make it through that!"
"BBBI133CO","Coach","AH-HA HA HA HA HA!","AH-HA HA HA HA HA!"
"BBBI134CO","Coach","Mentalis Uber Alles!","Mentalis Uber Alles!"
"BBBI135RA","Raz","Yyyyoink!","Yyyyoink!"
"BBBI136RA","Raz","Ssssp!","Ssssp!"
"BBBI137RA","Raz","Yyyyyyp!","Yyyyyyp!"
"BBBI138RA","Raz","Fffffp!","Fffffp!"
"BBBI139RA","Raz","Rrrrrrrop!","Rrrrrrrop!"
"BBAB005RA","Raz","So... this is it! The mental world...","То... ось який він! Ментальний світ..."
"BBAB006EF","Elton","It looks like a dentist office.","Схоже на кабінет стоматолога."
"BBAB007RA","Raz","A mental dentist office!","Ментального стоматолога!"
"BBAB009CO","Coach","It's a recruiting office, kids, and I'm here to recruit you for the greatest job in the world.","Це збірний пункт, діти, і я тут, щоб завербувати вас на найкращу роботу у світі."
"BBAB010CO","Coach","Being a Psychonaut.","Бути психонавтом."
"BBAB011CO","Coach","It's about fighting a war for mental freedom!","Наша мета — боротися за ментальну свободу!"
"BBAB012CO","Coach","Are you ready to face torture, insanity, and death?","Чи готові ви до тортур, безумства та смерті?"
"BBAB013CO","Coach","Cuz this is your last chance to chicken out!","Бо потім можливості дати задню не буде!"
"BBAB014EF","Elton","Ooh, me sir! I'd like to chicken out, please.","О, сер, а можна мені дати задню, будь ласка?"
"BBAB015CO","Coach","TOO LATE SOLDIER!","ПІЗНО, СОЛДАТЕ!"
"BBAB016EF","Elton","But you said--","Але ж ви сказали..."
"BBAB017CO","Coach","There's only one way out of here: FIGHTING!","Звідси лише один вихід: БОРОТИСЯ!"
"BBAB020CO","Coach","I want one of you chickens to sock me square in the jaw!","Я хочу, щоб хтось із вас, мальків, вмазав мені в щелепу!"
"BBAB022CO","Coach","But I warn you, once you do, the war is on.","Але попереджаю, після цього війни не уникнути."
"BBAC024CO","Coach","I said pop me!","Влупи вже мені!"
"BBAC025CO","Coach","You're not gonna get another chance like this. I guarantee it.","Другого такого шансу не буде. Гарантую тобі."
"BBAC026CO","Coach","You! Navy boy. Chicken of the sea. C'mon, let's go!","Ти! Матросе. Морська курко. Ну ж бо, спробуй!"
"BBAC900CO","Coach","You! Navy boy. Sea chicken. Let's go!","Ти! Матросе. Морська курко. Ну ж бо, спробуй!"
"BBAC028CO","Coach","How 'bout you, new kid?","А як щодо тебе, новачку?"
"BBAC029CO","Coach","Do it!","Дій!"
"BBAC030CO","Coach","Let's go!","Ну ж бо!"
"BBAC031CO","Coach","Right on the chin.","Прямо в щелепу."
"BBAD033CO","Coach","Ah! That's what I'm talking about!","А! Так тримати!"
"BBAD034EF","Elton","Charrrrrrrrgggg--","До бо-о-о-о-ою!"
"BBAD036CO","Coach","HAHAHA.","ХА-ХА-ХА."
"BBAD037RA","Raz","What kind of obstacle course is this? That kid just got killed!","Що ж це за смуга перешкод така? На моїх очах убило дитину!"
"BBAD038CO","Coach","A MENTAL obstacle course, you bleeding heart!","Це МЕНТАЛЬНА смуга перешкод, плаксуне!"
"BBAD039CO","Coach","He's not dead. His astral projection just got kicked out of my mind.","Він живий. Просто його астральну проєкцію викинуло з мого розуму."
"BBAD040CO","Coach","And I'll kick your ass-tral projection outta here too, if you don't get moving right now!","А тобі я дам по срацьній проєкції, якщо не заворушишся!"
"BBAE042RA","Raz","You going to punch him?","Ти справді його вдариш?"
"BBAE043EF","Elton","No way! You do it!","Ні за що! Давай ти!"
"BBAF045EF","Elton","OW!","АЙ!"
"BBAF046CO","Coach","Pick on someone your own size! Or bigger, like me.","Pick on someone your own size! Or bigger, like me."
"BBBI600RA","Raz","Hey, Dogen. What's wrong?","Привіт, Доґене. Що не так?"
"BBBI650RA","Raz","Come on, Dogen! This way!","Ну ж бо, Доґене! Сюди!"
"BBBI601DO","Dogen","I keep blowing up.","Я постійно підриваюся."
"BBBI602DO","Dogen","I can't do it! I can't do it!","Я більше не можу! Я не можу!"
"BBBI603DO","Dogen","Look! Raz! I didn't explode at all!","Диви, Разе! Я дібрався цілим!"
"BBBI604RA","Raz","Good hustle out there.","Ти молодчага."
"BBBI605DO","Dogen","Bye.","Бувай."
"BBBK200BZ","Bobby","Yeahhhh. CLASSIC ZILCH!","О-о-о так. ЗІЛЧ РУЛИТЬ!"
"BBBL007CO","Coach","Watch out! Fire down below!","Стережися! Знизу вогонь!"
"BBBM010EL","Elka","Let... go... of... him.","Let... go... of... him."
"BBBM011EL","Elka","Let go!","Let go!"
"BBBM012EL","Elka","This is pathetic.","This is pathetic."
"BBBM013EL","Elka","James, tell Chops to let go.","James, tell Chops to let go."
"BBBM014EL","Elka","This is so immature.","This is so immature."
"BBBM015CP","Chops","I'm not gonna let JT down, Elka.","I'm not gonna let JT down, Elka."
"BBBM016CP","Chops","Okay, Elka. Time to let go.","Okay, Elka. Time to let go."
"BBBM017CP","Chops","Doom, you're offsides. Let go.","Doom, you're offsides. Let go."
"BBBM018CP","Chops","You let go!","You let go!"
"BBBM019CP","Chops","Babe, I can hold out all day.","Babe, I can hold out all day."
"BBBM020JT","J.T.","Ow.","Ow."
"BBBM021JT","J.T.","Okay, now let's just make sure we don't all let go at the same time.","Okay, now let's just make sure we don't all let go at the same time."
"BBBM022JT","J.T.","Say, there, I'm sure there's a compromise we can work out here","Say, there, I'm sure there's a compromise we can work out here"
"BBBM023JT","J.T.","Come on partners. It's high noon. One of you's gotta draw.","Come on partners. It's high noon. One of you's gotta draw."
"BBBM024JT","J.T.","Dang. This sure is getting a might uncomfortable.","Dang. This sure is getting a might uncomfortable."
"BBBM025JT","J.T.","I think I've done grown a whole inch taller.","I think I've done grown a whole inch taller."
"BBBM029JT","J.T.","Yes!","Yes!"
"BBBM034JT","J.T.","Ow!","Ow!"
"BBBM035EL","Elka","Ooof!","Ooof!"
"BBBM037RA","Raz","That help?","That help?"
"BBBM040EL","Elka","Beat it!","Beat it!"
"BBBM041CP","Chops","Grrr!","Grrr!"
"BBBN044RA","Raz","Come on. One nightmare.","Come on. One nightmare."
"BBBN045LI","Lili","Nope.","Nope."
"BBBN047LI","Lili","Pfffft. You hit like a boy.","Pfffft. You hit like a boy."
"BBBO049CM","Clem","Hey, look! It's Raz!","Ви тільки гляньте! Це ж Раз!"
"BBBO050CF","Crystal","Yay! Raz is here!","Ура! Раз прийшов!"
"BBBO051CM","Clem","Yeah, maybe you'll be able to beat this darn game. We can't do it.","Ага, може в тебе вийде пройти цю кляту гру, бо в нас не виходить."
"BBBO052CF","Crystal","Yeah, we're no good, and the Coach won't open the gate until someone wins.","Та, в нас нема шансів, а тренер не відчинить ворота, поки хтось не переможе."
"BBBO053CM","Clem","Just punch that to start!","Вмаж по цій кнопці, щоби почати!"
"BBBO055CM","Clem","Go Raz!","Уперед, Разе!"
"BBBO058CO","Coach","You score enough points on this course, kid, and I'll give you a reward!","Якщо набереш достатньо очок на цьому курсі, отримаєш нагороду, хлопче!"
"BBBO060CF","Crystal","Yay, Raz!","Ура, Раз!"
"BBBO061CF","Crystal","Punch punch punch!","Бий, бий, бий!"
"BBBO063CF","Crystal","Punch punchie punch-punch!","Бий, шибай, гамсели!"
"BBBO064CF","Crystal","Punch, Raz, punch!","Бий, Разе, бий!"
"BBBO065CF","Crystal","Punnnnnnch! Hurray!","Ту-у-у-уди їх! Ура-а!"
"BBBO073CF","Crystal","Oooh, don't punch the good guys!","О-ой, бий поганих, а не хороших!"
"BBBO076CM","Clem","Awwww...","Е-е-ех..."
"BBBO078CF","Crystal","Hey, it's okay.","Гей, нічого страшного."
"BBBO079CM","Clem","I'm sure you'll get it, if you try again.","Певен, у тебе все вийде. Спробуй ще раз."
"BBBO080CF","Crystal","Yeah!","Так!"
"BBBO082CF","Crystal","Try again!","Спробуй ще!"
"BBBO083CM","Clem","Try again! Try again! Try again! Try again! Try again! Try again! Hahaha!","Спробуй ще! Спробуй ще! Спробуй ще! Спробуй ще! Спробуй ще! Ха-ха-ха!"
"BBBO085CF","Crystal","Hey, not us! Silly!","Гей, та не нас же, дурнику!"
"BBBO086CM","Clem","Hahaha!","Ха-ха-ха!"
"BBBO088RA","Raz","SHUT UP! SHUT UP! SHUT UP!","ЗАМОВКНІТЬ! ЗАМОВКНІТЬ! ЗАМОВКНІТЬ!"
"BBBO089CF","Crystal","We'll never give up on you, Raz!","Ми завжди з тобою, Разе!"
"BBBO090CM","Clem","Yeah, we're going to keep cheering you 'til you win!","Так, ми будемо підбадьорювати тебе, поки не виграєш!"
"BBBO091CF","Crystal","Yay!","Ура!"
"BBBO097CO","Coach","Hey, good job, soldier.","Хороша робота, солдате."
"BBBO098CO","Coach","Now here's your reward.","Ось і твоя нагорода."
"BBBO100CO","Coach","Heh heh.","Хе-хе."
"BBBQ009CO","Coach","Most people--they got something to hide.","Більшості людей є що приховувати."
"BBBQ010CO","Coach","They store away their shame, their dirty little secrets, in these tiny vaults in their minds.","Вони замикають свій сором, свої брудні секретики в ці маленькі сейфи спогадів."
"BBBQ011CO","Coach","But the enemy is not allowed any secrets in wartime, are they soldier?","Але ми ж не можемо дозволити ворогу мати секрети під час війни, так, солдате?"
"BBBQ012CO","Coach","So go ahead and bust open this vault. I got nothin' to hide!","Тому йди та гепни по ньому. Мені нема чого ховати!"
"BBBQ016CO","Coach","Ah, good. You enjoy that. One of my favorites!","Ось так. Насолоджуйся. Це один з моїх улюблених!"
"BBBR018CO","Coach","Hey, what are you staring at?","Гей, на що витріщився?"
"BBBR019CO","Coach","We all have emotional baggage, kid.","У всіх нас є емоційний багаж, хлопче."
"BBBR020CO","Coach","Why don't you make yourself useful? Sort some of it out while you're in here?","Може відсортуєш його, раз уже тут? Хоч якась користь з тебе буде."
"BBBR021CO","Coach","Keep your eyes peeled for a tag that matches. Could be anywhere.","Пильнуй і шукай відповідну бирку. Вона може бути де завгодно."
"BBBS023CO","Coach","There it is! Now, you WILL pick up that tag and you WILL put it on that bag you just found.","Ось і вона! Тепер, НАКАЗУЮ взяти бирку та НАКАЗУЮ почепити її на сумку, яку ти щойно знайшов."
"BBBS024CO","Coach","Unless you'd rather just drop and give me 20 right now!","А інакше падай на підлогу і роби двадцятку!"
"BBBT026CO","Coach","Good job. A mind should be clean and tight, like a soldiers bunk!","Good job. A mind should be clean and tight, like a soldiers bunk!"
"BBBT027CO","Coach","Sort out enough E.B. and you'll get something good, I promise.","Sort out enough E.B. and you'll get something good, I promise."
"BBBU002CO","Coach","Hey, kid. I think I see a... silver dollar out there on that rail. Why don't you walk out there a bit and pick it up?","Hey, kid. I think I see a... silver dollar out there on that rail. Why don't you walk out there a bit and pick it up?"
"BBBU004CO","Coach","Ha! Sucker! See you at the bottom!","Ha! Sucker! See you at the bottom!"
"BBBW002RA","Raz","Run bunny!","Run bunny!"
"BBBW003RA","Raz","Shoo!","Shoo!"
"BBBW004RA","Raz","Run! No wait, come back! Better you than me, bunny.","Run! No wait, come back! Better you than me, bunny."
"BBAD035EF","Elton","AIGH!","AIGH!"
"BBBX002CO","Coach","The plane's going down soldier! Hit that door and Geronimo!!!","Літак падає, солдате! Вибивай ті двері й Джеронімо!!!"
"BBBX004RA","Raz","Hey, no one told me to pack a chute.","Гей, мене не попереджали, що знадобиться парашут."
"BBBX005CO","Coach","Did Washington have a chute when he crossed the Delaware???","А хіба у Вашингтона був парашут, коли він перетинав Делавер???"
"BBBX007CO","Coach","Just jump, sissy!","Стрибай уже, страшко!"
"BBBI050CO","Coach","What was that, Slowey?","Що-що, равлику?"
"BBBI202CO","Coach","Jump on that pole and move, soldier!","Jump on that pole and move, soldier!"
"BBBI203CO","Coach","Time to see how you shimmy, kid!","Time to see how you shimmy, kid!"
"BBBI204CO","Coach","Jump up to that ledge and let your fingers do the walkin'!","Jump up to that ledge and let your fingers do the walkin'!"
"BBBI207CO","Coach","You can swing on these too, but if you've got the balance, try walking on top of 'em.","You can swing on these too, but if you've got the balance, try walking on top of 'em."
"BBBI208CO","Coach","Good for you monkey boy. Now swing high and try not to get shot!","Good for you monkey boy. Now swing high and try not to get shot!"
"BBBI209CO","Coach","They help you rank up, and when you rank up, you earn new psychic powers!","Вони допоможуть тобі підвищити ранг і отримати нові псиздібності!"
"BBAA000VE","Vernon","Well, I guess we're all going to die.","Що ж, схоже, нам гаплик."
"BBAA001VE","Vernon","My whole life is flashing before my eyes.","Усе життя проноситься перед очима."
"BBAA002VE","Vernon","My first memory is of my dog, Lady.","Зокрема мій перший спогад про собаку Леді."
"BBAA003VE","Vernon","Lady and I used to go for long walks.","Ми з Леді нерідко ходили на довгі прогулянки."
"BBAA004VE","Vernon","They would go on and on and on and on.","Вони все продовжувались і продовжувались."
"BBAA005VE","Vernon","This one time we went on a walk we called, ""The Longest Walk of all Time."" First we went to the end of our street.","Якось ми пішли на прогулянку, яку згодом назвали «Найдовшою прогулянкою всіх часів». Спочатку ми пішли в кінець вулиці."
"BBAA006VE","Vernon","And then we turned left.","Потім ми повернули ліворуч."
"BBAA007VE","Vernon","And then we turned right.","Потім ми повернули праворуч."
"BBAA008VE","Vernon","And then we turned a soft right.","Потім дали трохи вправо."
"BBAA009VE","Vernon","And then we turned a deep left.","А потім різко повернули вліво."
"BBAA010VE","Vernon","And then we took a side road.","Потім ми пішли стежкою."
"BBAA011VE","Vernon","And then we stopped and asked for directions.","Потім ми зупинилися й спитали дорогу."
"BBAA012VE","Vernon","And then Lady had to go to the bathroom.","А потім Леді закортіло до туалету."
"BBAA013VE","Vernon","And then Lady saw a gopher.","А потім Леді помітила ховрашка."
"BBAA014VE","Vernon","And then Lady had to stop and scratch.","Потім Леді зупинилася, щоб почухатись."
"BBAA015VE","Vernon","And then I bent down to tie my shoe.","А потім я нахилився, щоб зав'язати шнурки."
"BBAA016VE","Vernon","And then we walked three miles.","Потім ми пройшли п'ять кілометрів."
"BBAA017VE","Vernon","And then we walked two miles.","Потім ми пройшли три кілометри."
"BBAA018VE","Vernon","And then we walked four miles.","Потім ми пройшли шість кілометрів."
"BBAA019VE","Vernon","And then we walked half a mile.","Потім ми пройшли з кілометр."
"BBAA020VE","Vernon","And then we made a U-turn.","А потім ми розвернулися на 180 градусів."
"BBAA021VE","Vernon","And then we had a snack.","Потім ми захотіли перекусити."
"BBAA022VE","Vernon","And then we got lost for a while.","А потім ми трохи заблукали."
"BBAA023VE","Vernon","And then we got attacked by bees.","А потім на нас напали бджоли."
"BBAA024VE","Vernon","And then I fell down a manhole and had to reset my own arm back in the socket.","А потім я впав у люк і мені довелося вправляти собі руку."
"BBAA025VE","Vernon","And then we just stood still for a while.","Потім ми зупинилися на деякий час."
"BBAA026VE","Vernon","And then I gave Lady a bone.","А потім я дав Леді кістку."
"BBAA027RA","Raz","Is there, like, a climax to this story?","Є в цій історії якась кульмінація?"
"BBAA028VE","Vernon","Didn't I mention the gopher yet?","Я тобі вже розповідав про ховрашка?"
"BBAA029VE","Vernon","Thought I hit that. Okay, let me start over. First, we went to the end of our street.","Ти мене збив. Добре, почну спочатку. Пішли ми, власне, до кінця вулиці."
"BBAA030VE","Vernon","I think it's the door you want to hit. Not me.","Я думав тобі треба двері вибивати, а не мої зуби."
"BBAG000BN","Benny","Hey, slow down, new kid. ","Гей, куди ти летиш, новачку?"
"BBAG001BN","Benny","If you pass me or Bobby you'll make us look bad, and Bobby will pound you deaf.","Якщо обгониш мене чи Боббі, ти виставиш нас у поганому світлі та Боббі тебе приб'є."
"BBAG002BN","Benny","Right, Bobby?","Так, Боббі?"
"BBAG003BN","Benny","Bobby?","Боббі?"
"BBAG004BN","Benny","BOBBY CAN YOU HEAR ME??? WHERE ARE YOU?? ","ТИ МЕНЕ ЧУЄШ, БОББІ??? ДЕ ТИ?? "
"BBAG005BN","Benny","Don't leave me alone out here Bobby! I'm frightened! I'm frightened!","Не кидай мене тут самого, Боббі! Я наляканий! Мені страшно!"
"BBAH000CO","Coach","You've reached the brain of Coach Oleander. ","You've reached the brain of Coach Oleander. "
"BBAH001CO","Coach","I'm currently occupied with matters in another part of my mind right now.","I'm currently occupied with matters in another part of my mind right now."
"BBAH002CO","Coach","But for those students who'd like to run the course again for extra credit, or for a make-up exam, I'll leave it open.","But for those students who'd like to run the course again for extra credit, or for a make-up exam, I'll leave it open."
"BBAH003CO","Coach","But I won't be here to watch over you, so please, children, be careful.","But I won't be here to watch over you, so please, children, be careful."
"BBAH004CO","Coach","Your minds mean everything to us.","Your minds mean everything to us."
"BBZE014TO","System","Press {XButton} to punch targets.","Press {XButton} to punch targets."
"BBZG000TO","System","You've just absorbed positive MENTAL HEALTH! Maintaining your mental health is important, because if you run out, you will not be able to maintain your astral projection in this mind, and you'll be kicked back into the REAL WORLD.","Ви щойно поглинули позитивне МЕНТАЛЬНЕ ЗДОРОВ'Я! Слідкувати за рівнем ментального здоров'я важливо, бо якщо воно закінчиться, ви не зможете втримати вашу астральну проєкцію в розумі та вас викине в РЕАЛЬНИЙ СВІТ."
"BBAJ000RA","Raz","Yes, you can Dogen. Just follow me!","Усе ти можеш, Доґене. Просто йди за мною!"
"BBZE000TO","System","You will be penalized 1 point for missed targets and 2 points for friendly targets!","З вас буде знято 1 очко за пропущену ціль та 2 очки за збиття дружніх цілей!"
"BBZE001TO","System","You won't receive any points for hitting friendly targets!","Ви не отримуватимете очок за збиття дружніх цілей!"
"BBZE002TO","System","Sorry, time up!","Вибачте, час сплинув!"
"BBZE003TO","System","Change direction with {YButton}","Змінюйте напрямок, натискаючи {YButton}"
"BBZE004TO","System","Dismount bar with {BButton}","Натисніть {BButton} для злізання з труби"
"BBZE005TO","System","Drop down to hang from tightrope with {BButton}","Drop down to hang from tightrope with {BButton}"
"BBZE006TO","System","Mount tightrope with {AButton}","Mount tightrope with {AButton}"
"BBZE007TO","System","Press {AButton} to jump.","Натисніть {AButton}, щоб стрибнути."
"BBZE008TO","System","Press {AButton} while airborne to double jump.","Натисніть {AButton} у повітрі для подвійного стрибка."
"BBZE009TO","System","Shimmy on bar with left {Joystick}","Розгойдуйтеся по трубі за лівого {Joystick}"
