"Identifier","Context","Source string","Translation"
"BVDA048DA","Dalmatian","I liked that.",""
"BVDA050DA","Dalmatian","Well, I guess it might cheer up the joint to get rid of some of these eyesores outta here.",""
"BVDA051DA","Dalmatian","Come on, I'll give you a tour of the atrocities. I just hope you got a strong stomach.",""
"BVDA018DA","Dalmatian","Famous painter? Edgar?",""
"BVDA019DA","Dalmatian","Pffft! Yeah, right!",""
"BVDA020DA","Dalmatian","Look, I'm sorry, but eating lunch every day in the art teacher's room does not make you a famous painter.",""
"BVDA021DA","Dalmatian","Anyway, he only did that to hide out from the school wrestling team.",""
"BVDA022DA","Dalmatian","Oh, whaddya mean wild animals? Like dogs, eh?",""
"BVDA023DA","Dalmatian","Oh, you got a problem with me now?",""
"BVDA024DA","Dalmatian","Oh, you don't think I'm tough now?",""
"BVDA025DA","Dalmatian","Why, 'cause I'm a Dalmatian?",""
"BVDA026DA","Dalmatian","Hey, we can't all be St. Bernards and Bulldogs, you know!",""
"BVDA027DA","Dalmatian","(Sigh.)",""
"BVDA028DA","Dalmatian","Look, man. Are you gonna buy something or what?",""
"BVDA029DA","Dalmatian","No way. In fact, he used to be the captain of his high school wrestling team!",""
"BVDA030DA","Dalmatian","He took them all the way to the state semi-finals one year, and then he...",""
"BVDA031DA","Dalmatian","...he choked.",""
"BVDA032DA","Dalmatian","Cost the team the entire match.",""
"BVDA034DA","Dalmatian","No, Edgar's girlfriend Lana Panzoni dumped him after the first period for Dean Legrante, the head of her cheerleading squad.",""
"BVDA035DA","Dalmatian","Teglee was worthless after that.",""
"BVDA036DA","Dalmatian","The other team just tossed him around the rest of the day like a half sack of pork rinds.",""
"BVDA037DA","Dalmatian","Oh, man. His squad hated him after that. The whole school did.",""
"BVDA038DA","Dalmatian","Ohhhhhhh. Riiigggght.",""
"BVDA039DA","Dalmatian","Yeah, they exist.",""
"BVDA040DA","Dalmatian","Not made up at all, those two.",""
"BVDA041DA","Dalmatian","Sheesh.",""
"BVDA042DA","Dalmatian","Hey, I got some original Picassos over here if you're interested, by the way...",""
"BVDA043DA","Dalmatian","Yes, run! Run from the horror!",""
"BVDA049DA","Dalmatian","Thanks.",""
"BVDA052DA","Dalmatian","Hey, I can call it that. You can't.",""
"BVDA053DA","Dalmatian","Well, not until you pay for it at least.",""
"BVDA054DA","Dalmatian","Okay what I was going for here was a creeping vine. The kind that grows up walls?",""
"BVDA055DA","Dalmatian","But it just ended up looking like a truck driver's hairy back.",""
"BVDA056DA","Dalmatian","But without the charisma.",""
"BVDA057DA","Dalmatian","This, believe it or not, is supposed to be a rose.",""
"BVDA058DA","Dalmatian","You know, if you gave a woman a rose that looked like this, she'd slap you.",""
"BVDA059DA","Dalmatian","Ya see what I'm talking about?",""
"BVDA060DA","Dalmatian","This stuff reeks.",""
"BVDA061DA","Dalmatian","Ew.",""
"BVDA062DA","Dalmatian","I recommend you don't look directly at this one. It is so awful, you could mess up your eyes.",""
"BVDA063DA","Dalmatian","Ewww, so bad...",""
"BVDA064DA","Dalmatian","Whoa! I forgot how crummy this one was.",""
"BVDA065DA","Dalmatian","I can't believe I painted this.",""
"BVDA066DA","Dalmatian","Ach!",""
"BVDA067DA","Dalmatian","This one is so bad, someone should take a rolled-up newspaper and smack it.",""
"BVDA068DA","Dalmatian","Seriously. What a load.",""
"BVDA069DA","Dalmatian","This looks like electric clown barf in space.",""
"BVDA070DA","Dalmatian","Terrible!",""
"BVDA071DA","Dalmatian","Uhhh, uhhh… I'm sorry you had to see this.",""
"BVDA072DA","Dalmatian","Ug.",""
"BVDA073DA","Dalmatian","I deserve to get my nose rubbed in this one.",""
"BVDA074DA","Dalmatian","This painting reminds me of my grandpa's last year alive...",""
"BVDA075DA","Dalmatian","...just one terrible stroke on top of another.",""
"BVDA076DA","Dalmatian","Really, I should just take this one out back and bury it.",""
"BVDA077DA","Dalmatian","Ech! Somebody light a match! This one really stinks.",""
"BVDA078DA","Dalmatian","Woof! That's all I gotta say about that.",""
"BVDA079DA","Dalmatian","Black velvet hasn't been abused like this since the last time Mom got drunk in her prom dress.",""
"BVDA080DA","Dalmatian","Just awful!",""
"BVDA081DA","Dalmatian","Bleech!",""
"BVDI008RA","Raz","Yow. What's that smell?",""
"BVDI000DR","Dragon","That smells like fear, boy!",""
"BVDI009RA","Raz","Yeah... No, I mean that fart smell.",""
"BVDI001DR","Dragon","That's fear! RAWRRRR!",""
"BVDI010RA","Raz","No, I'm talking about an actual smell. It's like if stink bombs laid eggs and then those went bad.",""
"BVDI002DR","Dragon","That's sulfur. It's part of the dragon costume, kid.",""
"BVED000ED","Edgar","If you are curious about the load-bearing capacity of cardhouses, please conduct your experiments on SOMEONE ELSE'S HOUSE OF CARDS!",""
"BVED001ED","Edgar","The cards are large, yes, but it is still a house of cards. KEEP OFF!",""
"BVED002ED","Edgar","Jumping on the house of cards, stumbling into the house of cards, driving your glowing ball through the house of cards: none of these activities help me.",""
"BVED003ED","Edgar","Please, boy, I must have those queens!",""
"BVED004ED","Edgar","Perfect! One step closer... to her.",""
"BVED005ED","Edgar","Ah, that is exactly the card I need!",""
"BVED000RA","Raz","Wow. It looks like you can walk right up there now, Edgar.",""
"BVED004RA","Raz","Here you go, Edgar.",""
"BVED005RA","Raz","I got some cards for you, Edgar.",""
"BVED006RA","Raz","This one was a real pain in the butt to get.",""
"BVED007RA","Raz","I hope these things are worth it, Edgar.",""
"BVEI000EA","Eagle","Ca-caw.",""
"BVEI013RA","Raz","That's it? Ca--MAN! That's ss-",""
"BVEI001EA","Eagle","Ca-caw. Ca-caw.",""
"BVEQ002ED","Edgar","Thank you! I'll take any other cards you have as well.",""
"BVHO000RA","Raz","Now that looks like a good place to hang a painting!",""
"BVMB000BD","Bulldog","Oh my god, I'm deaf!",""
"BVMB012RA","Raz","Can you hear me? You're getting sleepy.  But not too sleepy to go paint the billboard.",""
"BVMB002BD","Bulldog","What? Oh my god. Hey, ""god"" is ""dog"" spelled backwards!",""
"BVMB003BD","Bulldog","Whoa, whoa wait a minute. ""God"" is ""cat"" spelled backwards! Oh no. No no no no no.",""
"BVMB004BD","Bulldog","I'm shaving just like daddy!",""
"BVMB013RA","Raz","I think I solved your problem. Watch this.",""
"BVMB000MA","Matador","I had my doubts, but--",""
"BVMB001MA","Matador","But I'm right as usual. Really nice job, genius. Now go back out there and finish the job.",""
"BVMI002MA","Matador","Ah, the towel boy.  Oh, it's you.  Get out.",""
"BVMI001MA","Matador","I see the sign's not finished. That's what I get for trusting a bullfight to an eight year old.",""
"BVMO000MA","Matador","Hmmm. It's not great.",""
"BVMO001MA","Matador","But I suppose it's just barely good enough. Come see me if you still want your reward.",""
"BVMO000RA","Raz","You know, your advice didn't work.",""
"BVMO002MA","Matador","Really? Then here's some new advice: I don't know what you're talking about.",""
"BVMO001RA","Raz","How about that reward?",""
"BVMO003MA","Matador","Fine, then. One autograph.",""
"BVMP005MA","Matador","Ah, you must be the towel boy!",""
"BVMP008MA","Matador","You want an autograph? I don't just hand those out.",""
"BVMP009MA","Matador","And that's a good lesson for you: anticipate disappointment. Take me: I'm the greatest bullfighter who's ever lived. Yet my upcoming match against the town bull has received virtually no marketing support.",""
"BVMP010MA","Matador","A towering advertisement was supposed to have been painted just outside my window. But, as you can see, the job hasn't even been started.",""
"BVMP005RA","Raz","I think that bull is trampling anyone who tries to paint on the wall. Maybe you could stop it.",""
"BVMP011MA","Matador","Hmmm ...  so instead of challenging the bull before a stadium packed with screaming women, you want me to fight it on the street in front of one dog and one child wearing a crude towel boy disguise. That's a terrible idea.",""
"BVRO005RA","Raz","I should find a proper hook for this painting, so it will come to life like that dog said.",""
"BVRO000RA","Raz","I should give this rose to someone who'd appreciate it.",""
"BVRO001RA","Raz","I'll bet there's a lonely lady out there somewhere who could use a little cheering up.",""
"BVRO002RA","Raz","Maybe one of those ladies hiding behind the shutters?",""
"BVST010RA","Raz","Hey, have you seen any REALLY BIG playing cards around here?",""
"BVST012RA","Raz","I'd like to buy some more art.",""
"BVST000SB","St.Bernard","No? Uh, okay.",""
"BVST001SB","St.Bernard","Where'd ya go?",""
"BVST003SB","St.Bernard","Moving right along...",""
"BVST004SB","St.Bernard","Yeah, yeah. Check 'em all out of course. I got nowhere to go.",""
"BVST005SB","St.Bernard","What? You don't say?",""
"BVST006SB","St.Bernard","Heck! Alright then!",""
"BVST007SB","St.Bernard","Really? Uh, uh, sure!",""
"BVST008SB","St.Bernard","Hold on. Uh, let me get my salesman thing going here...",""
"BVST009SB","St.Bernard","I'd love to, but I'm all sold out!",""
"BVST010SB","St.Bernard","I guess my rep WAS right. This IS my year!",""
"BVST068SB","St.Bernard","I'm all sold out!",""
"BVST012SB","St.Bernard","Enjoy your new art there!",""
"BVST013SB","St.Bernard","You hang that in just the right spot, I promise you it will really come to life for ya!",""
"BVST011SB","St.Bernard","Oh, ok.",""
"BVST016SB","St.Bernard","Struck out again.",""
"BVST017SB","St.Bernard","Is it my painting? My salesmanship? Me?",""
"BVST018SB","St.Bernard","Good, good, good.  There you go!",""
"BVST019SB","St.Bernard","You want, like, a ribbon around that or something?  No?  Okay.",""
"BVST020SB","St.Bernard","Made a good choice there I think.",""
"BVST001RA","Raz","Hey, can I buy some art?",""
"BVST003RA","Raz","I think I hate that bull a lot.",""
"BVST004RA","Raz","Hi. Could you please paint me a big gun please?",""
"BVST005RA","Raz","Okay, I'm off.",""
"BVST006RA","Raz","Uh-huh. So, the cards? You know where they are?",""
"BVST007RA","Raz","Those are exactly the cards I need! Where are they?",""
"BVST011RA","Raz","Where did you say those cards were again?",""
"BVST008RA","Raz","What do you mean trapped? Are you a prisoner of art just like Edgar?",""
"BVST009RA","Raz","Okay, promise me you won't take this the wrong way, but you ARE a dog.",""
"BVST021SB","St.Bernard","Oh, man. I wish.  That would solve… that would solve a lot of my problems.",""
"BVST022SB","St.Bernard","But no… this is everything I know how to paint right here.",""
"BVST023SB","St.Bernard","Man, that's embarrassing...",""
