"Identifier","Context","Source string","Translation"
"CACA036MI","Milla","I have to warn you, young cadet...you're about to step into a living nightmare.",""
"CACA037MI","Milla","Are you ready?",""
"CACA038RA","Raz","Ever since I was a boy.",""
"CACA039LI","Lili","Ohh...",""
"CACA040LI","Lili","Ohhh-ohhhh...",""
"CACA041LI","Lili","Ooooh...",""
"CACA042LI","Lili","No...",""
"CACA043LI","Lili","Let me out!",""
"CACA044LI","Lili","Help me! Somebody!",""
"CACA045LI","Lili","Hellllp!",""
"CANT001RA","Raz","You can call me Chris.",""
"CANT002RA","Raz","Hey, I'm angus.",""
"CANT003RA","Raz","I'm BEAT. I mean, that's my name.",""
"CANT004RA","Raz","Dare is what they called me back home.",""
"CANT005RA","Raz","Tell them that Ray is looking for them.",""
"CANT006RA","Raz","And I said to myself, 0770, time to get out of there!",""
"CANT007RA","Raz","Hi, my name's Bolt.",""
"CANT008RA","Raz","My parents called me Finn. I think they wanted a fish.",""
"CANT009RA","Raz","My name is Li-PO. What's yours?",""
"CANT001MI","Milla","Chris, get up here!",""
"CANT002MI","Milla","Angus, get up here!",""
"CANT003MI","Milla","Beat, get up here!",""
"CANT004MI","Milla","Dare, get up here!",""
"CANT005MI","Milla","Ray, get up here!",""
"CANT006MI","Milla","0770, get up here!",""
"CANT007MI","Milla","Bolt, get up here!",""
"CANT008MI","Milla","Finn, get up here!",""
"CANT009MI","Milla","Li-PO, get up here!",""
"CANT001LI","Lili","Thanks for busting me out, Chris!",""
"CANT002LI","Lili","Thanks for busting me out, angus!",""
"CANT003LI","Lili","Thanks for busting me out, BEAT!",""
"CANT004LI","Lili","Thanks for busting me out, Dare!",""
"CANT005LI","Lili","Thanks for busting me out, Ray!",""
"CANT006LI","Lili","Thanks for busting me out, 0770!",""
"CANT007LI","Lili","Thanks for busting me out, Bolt!",""
"CANT008LI","Lili","Thanks for busting me out, Finn!",""
"CANT009LI","Lili","Thanks for busting me out, Li-PO!",""
"CAJI023RA","Raz","Mr. Selker? Jon says that there's a bad cell in the psitanium power helix and he--",""
"CAJI024FO","Ford","He told you what?",""
"CAJI025FO","Ford","Listen, it's summer time, and a kid like you should be out playing in the summer sun! Running around! Hunting for arrow heads!",""
"CAJI026RA","Raz","But this is important!",""
"CAJI027FO","Ford","Hey, arrowheads are a very important part of a young boy's camp experience...",""
"CAJI028FO","Ford","...and a very important part of the Psitanium power helix",""
"CAJI029FO","Ford","Now you go get me 20 arrowheads and we can talk power helix. Yeah, eh?",""
"CALU001LF","Linda","(bubbly wheezing)",""
"INTR028RA","Raz","Super Agent Jon Stone! And Camilla Fossen, the Mental Minx!",""
"INTR031CA","CA","Aaaaaaaah!",""
"INBB014CO","Coach","And GET IN HERE!",""
"CAAV019KI","Kitty","If you see one of these purple fountains, activate it.",""
"CAAW022DO","Dogen","STOP CALLING ME NAMES!",""
"CAAW023RA","Raz","Me?",""
"CAAW024DO","Dogen","No. The squirrels.",""
"CAAW028DO","Dogen","HEY! You know what we call you? RATS WITH WINGS!",""
"CAAW029RA","Raz","Rusty, that's what we call pigeons...",""
"CAAW036DO","Dogen","We call them something. Don't we, Ray?",""
"CAAW037RA","Raz","Hmmmm. Uh, Nut Rats? No wait. Adorable rats? Fluffy rats?",""
"CAAW038DO","Dogen","HEY YA FLUFFY RAT!",""
"CAAW039RA","Raz","Way to stick it to 'em, Rusty. I'm sure you guys will work this all out, and end up best friends.",""
"CAAY044PH","Phoebe","MISSING DIALOG!",""
"CAAY049QU","Quentin","Hm…",""
"CAAY050PH","Phoebe","Uhhh, we'll put that on the list!",""
"CAAG012EF","Elton","No...",""
"CACE096PHa","PHa","(Sigh.)",""
"CAPJ001RA","Raz","You look kinda mad. Is everything OK?",""
"CAPJ002CP","Chops","Yeah, man, it's fine.",""
"CAPK003RA","Raz","Are you sure everything's okay?",""
"CAPK004CP","Chops","I don't really want to talk about it, Ray.",""
"CAAA001FO","Ford","Well, you want some Dream Fluffs?",""
"CAAI001RA","Raz","Here, these hawt ladies will demand of me an arrowhead.",""
"CAOT001RA","Raz","Hi, I'm looking for Tim Schafer'5 class room.",""
"CAOT002FO","Ford","Well, it ain't down here! This forest is off limits! Now git!",""
"CAPA001RA","Raz","I'm training to be a Psychonaut.",""
"CAPH001RA","Raz","If I kill one of these kids, they're never gonna let me become a Psychonaut.",""
"CAPI002RA","Raz","They're not paying attention..",""
"CAPO002FO","Ford","I told you! Get up that big tree over yonder and get into Tim Schafer'5 class so he can start tormenting ya!",""
"CAQU005RA","Raz","Tim Schafer'D murder me in a straight-up fight.",""
"CAQU006RA","Raz","If I attack Camilla, she's gonna kill me.",""
"CAQU007RA","Raz","I'm NOT gonna attack that crazy old man. No way.",""
"CAQU008RA","Raz","If I attack Jon, he's gonna kill me.",""
"CAQW009BZ","Bobby","I don't like you, new kid. You smell all... new.",""
"CAQW010BZ","Bobby","But I don't have time to beat you up right now, as I have an appointment with the head coach.",""
"CAQW011BZ","Bobby","Nathan, could you put our new friend here down for a mid-afternoon beating? Say, an Indian burn at 2:30?",""
"CAQW012BZ","Bobby","Until then, I'll see you on the course.",""
"CAAN030QUb","QUb","Levitators!",""
"CAAN031PHb","PHb","Firestarters!",""
"CACE096PHb","PHb","(Sigh) Dude.",""
"CAEL006CM","Clem","Yes.",""
"CAFG000CM","Clem","Now that the world is ending, I realize how beautiful it is!",""
"CAFG001CM","Clem","I can't believe Lleslle and I were going to do away with ourselves, when the world is such a precious gift!",""
"CAFG003CM","Clem","Um. Well, I mean. It was a phase. Bye!",""
"CAHJ002FO","Ford","Oof!",""
"CAHL001NI","Nils","No!",""
"CAHW000CP","Chops","<bummed>",""
"CAHX000KI","Kitty","<angry zombie>",""
"CAIC000MF","Maloof","Ha ha ha!",""
"CAIE001FO","Ford","Finally! Now your ears won't whistle so much when the wind blows!",""
"CAIE002FO","Ford","Ha ha!",""
"CAIE003RA","Raz","No, I meant I recovered a stolen brain.",""
"CAIE004FO","Ford","Oh, I knew what you meant. Sheesh. You and Jon--no sense of humor when you're on a mission. ",""
"CAIE005FO","Ford","Well, are you going to come back here so we can recranialize that noodle while it's still al dente?",""
"CAJY006FO","Ford","Report back to me when you have enough items for your first promotion. Now git.",""
"CAJY023FO","Ford","These woods are off limits!",""
"CAJY024FO","Ford","Oh, you're in big trouble. What are you doing here?",""
"CAJY025RA","Raz","Oh, I.. uh ...  I'm just down here on a ... scavenger hunt!",""
"CAJY026FO","Ford","Why didn't you say so? You get your list yet?",""
"INTR000CM","Clem","Aaaaaaaah!",""
"CALB000RA","Raz","Hey, I can Levitate. Want to see my Power Badge?",""
"CALB001RA","Raz","...and that's how I earned all my Power Badges.",""
"CALC000FO","Ford","The rest of camp is off limits, until you've been certified in Basic Braining.",""
"CALC001FO","Ford","Sorry, can't get by without your Basic Braining certification.",""
"CALC002FO","Ford","Once you complete his shooting range, you'll get the real Power Badge and you can PSI Blast anywhere you want.",""
"CALC003FO","Ford","Looks like you need some better firepower. Better come see me in my lab for your Marksmanship Power Badge.",""
"CALC004FO","Ford","Well, you might get your Power Badge a little faster if you turn up the censor output all the way...",""
"CALC005FO","Ford","In recognition of your hard work, dedication, and mental agility, I am proud to bestow upon you the official Power Badge for...",""
"CALC006FO","Ford","Ready to come back and get your new Power Badge?",""
"CAZA004TO","System","Come back when you are ready.",""
"CAZE000TO","System","Yeah you solved the TK Scavenger Hunt Puzzle.",""
"CAZF019TO","System","",""
